lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L500570,C100992,MKT2025,2025-09-23,Meta,/new-arrivals,0,32.0,North West,False,,15.25,0.0,24.0,female,Middle,silver,5.714285714285714,254.57142857142856,4.0,1.0,7.0,0.0,mobile,0.22,Low
L500571,C101927,MKT2020,2025-07-02,CRM,/bundle-offer,0,36.0,North Central,False,,6.26,0.0,34.0,female,Upper-Middle,gold,4.75,253.5,1.0,1.0,4.0,0.0,mobile,0.14666666666666667,Low
L500572,C101342,MKT2011,2025-04-29,CRM,/landing-a,10,45.0,South South,False,,1.0,10.0,28.0,male,Middle,bronze,4.7,261.0,3.0,1.0,10.0,0.0,mobile,0.15333333333333332,Low
L500573,C101909,MKT2003,2025-02-17,CRM,/landing-b,5,33.0,South West,False,,17.5,5.0,27.0,female,Lower-Middle,platinum,6.636363636363637,177.36363636363637,4.0,0.0,11.0,228.69,mobile,0.21333333333333335,Low
L500574,C101622,MKT2012,2025-04-25,Partner,/promo-summer,0,18.0,North Central,True,2025-05-18,$7.65,0.0,36.0,male,Lower-Middle,bronze,6.444444444444445,219.55555555555551,3.0,1.0,9.0,0.0,mobile,0.82,High
L500575,C100833,MKT2013,01-11-2025,Meta,/landing-a,0,35.0,South South,False,,6.65,0.0,27.0,non-binary,Lower-Middle,bronze,6.25,276.25,3.0,1.0,4.0,36.28,desktop,0.18,Low
L500576,C100404,MKT2030,2025-01-16,Programmatic,/landing-b,15,50.0,South South,False,,7.55,15.0,46.0,male,High,silver,4.8,255.6,1.0,1.0,5.0,45.75,mobile,0.52,Medium
L500577,C100381,MKT2014,2025-11-03,Google,/promo-summer,10,51.0,North Central,False,,18.41,10.0,28.0,female,Middle,silver,3.5,365.5,1.0,0.0,2.0,0.0,mobile,0.10666666666666667,Low
L500578,C101261,MKT2028,2025-09-19,Google,/landing-b,5,47.0,South West,False,,18.54,5.0,38.0,female,Lower-Middle,bronze,5.25,1115.875,3.0,2.0,8.0,115.31,desktop,0.12666666666666668,Low
L500579,C100676,MKT2020,2025-05-12,CRM,/promo-summer,0,25.0,South West,True,2025-05-13,4.43,0.0,35.0,male,Low,bronze,6.5,132.8,1.0,0.0,5.0,66.96000000000001,mobile,0.78,High
L500580,C101001,MKT2031,2025-10-24,Meta,/bundle-offer,10,46.0,South West,False,,7.0,10.0,40.0,female,Lower-Middle,platinum,5.875,160.375,1.0,0.0,8.0,109.92,mobile,0.12666666666666668,Low
L500581,C101108,MKT2015,2025-06-14,Google,/landing-b,15,44.0,North Central,True,2025-07-05,7.58,15.0,33.0,male,Middle,bronze,5.0,240.375,1.0,0.0,8.0,12.94,desktop,0.5666666666666667,Medium
L500582,C101861,MKT2006,21/03/2025,Meta,/bundle-offer,20,33.0,South South,False,,13.11,20.0,36.0,female,Lower-Middle,bronze,5.571428571428571,242.57142857142856,5.0,2.0,7.0,112.77,mobile,0.36666666666666664,Medium
L500583,C100636,MKT2035,2025-12-10,Google,/landing-a,5,58.0,South West,True,"Jan 02, 2026",19,5.0,41.0,female,Upper-Middle,gold,5.166666666666667,179.41666666666666,6.0,4.0,12.0,4.0,desktop,0.5066666666666667,Medium
L500584,C101820,MKT2008,2025-03-18,Meta,/landing-a,20,9.0,North Central,True,2025-03-28,$1.40,20.0,19.0,female,Middle,bronze,6.6,199.4,4.0,1.0,10.0,152.53,desktop,0.72,High
L500585,C101763,MKT2022,2025-07-30,CRM,/bundle-offer,0,61.0,South South,False,,1.0,0.0,35.0,female,Low,silver,6.0,229.0,0.0,0.0,1.0,55.36,mobile,0.47333333333333333,Medium
L500586,C101393,MKT2000,2025-05-16,Meta,/promo-summer,0,30.0,North Central,False,,14.17,0.0,49.0,male,Lower-Middle,gold,5.0,86.5,0.0,0.0,2.0,0.0,mobile,0.14,Low
L500587,C101598,MKT2012,2025-06-20,Partner,/promo-summer,15,27.0,South South,False,,14.25,15.0,21.0,non-binary,Lower-Middle,bronze,7.0,236.8571428571429,3.0,1.0,7.0,289.01,mobile,0.22666666666666666,Low
L500588,C102356,MKT2012,2025-05-21,Partner,/promo-summer,0,37.0,North Central,False,,USD 11.01,0.0,47.0,female,Middle,bronze,4.555555555555555,187.0,5.0,3.0,9.0,112.48,desktop,0.3333333333333333,Medium
L500589,C100985,MKT2021,2025-12-10,Partner,/landing-a,20,35.0,North West,False,,$15.48,20.0,33.0,female,Lower-Middle,silver,6.0,289.625,3.0,1.0,8.0,0.0,mobile,0.14666666666666667,Low
L500590,C101612,MKT2012,2025-06-06,Partner,/bundle-offer,10,44.0,South South,False,,10.47,10.0,31.0,female,Lower-Middle,silver,5.555555555555555,258.55555555555554,4.0,1.0,9.0,12.57,desktop,0.24,Low
L500591,C101883,MKT2018,2025-08-14,Meta,/bundle-offer,10,35.0,North West,False,,14,10.0,26.0,female,Lower-Middle,gold,4.571428571428571,256.0,2.0,2.0,7.0,0.0,mobile,0.2866666666666667,Low
L500592,C100783,MKT2012,2025-06-10,Partner,/new-arrivals,0,54.0,South West,False,,4.74,0.0,37.0,male,Middle,bronze,6.25,217.875,2.0,1.0,8.0,295.48,tablet,0.3,Low
L500593,C101152,MKT2022,2025-07-25,Meta Ads,/quiz,10,40.0,South-West,False,,1.0,10.0,37.0,male,Lower-Middle,bronze,7.8,228.6,3.0,0.0,5.0,0.0,mobile,0.22666666666666666,Low
L500594,C101579,MKT2014,2025-11-04,Google,/bundle-offer,0,5.0,North West,True,29/11/2025,USD 26.20,0.0,21.0,female,Lower-Middle,bronze,5.777777777777778,158.77777777777777,6.0,2.0,9.0,0.0,mobile,0.7466666666666667,High
L500595,C100738,MKT2024,"Sep 09, 2025",Creator,/quiz,0,6.0,North West,False,,21,0.0,49.0,female,Low,bronze,5.777777777777778,231.44444444444449,6.0,5.0,9.0,11.03,mobile,0.06,Low
L500596,C100812,MKT2014,2025-11-01,Google,/landing-b,10,20.0,North West,False,,19.5,10.0,34.0,female,Middle,bronze,5.285714285714286,235.28571428571428,3.0,1.0,7.0,0.0,desktop,0.2733333333333333,Low
L500597,C100034,MKT2032,2025-11-14,Google,/landing-b,20,12.0,South South,False,,20.63,20.0,23.0,male,Low,gold,6.0,323.5,1.0,0.0,2.0,186.24,tab,0.32666666666666666,Low
L500598,C100595,MKT2028,11/10/2025,Google,/landing-b,20,43.0,North Cntrl,False,,17.44,20.0,43.0,female,Lower-Middle,silver,4.888888888888889,213.0,3.0,2.0,9.0,26.04,mobile,0.17333333333333334,Low
L500599,C100951,MKT2005,28/02/2025,Meta,/new-arrivals,10,23.0,South South,False,,17.21,10.0,36.0,male,Low,silver,5.222222222222222,198.0,5.0,1.0,9.0,0.0,mobile,0.06,Low
L500600,C101961,MKT2033,2025/11/03,Programmatic,/quiz,20,5.0,North Central,False,,13.04,20.0,41.0,male,Low,bronze,5.4,175.2,2.0,1.0,5.0,0.0,mobile,0.20666666666666667,Low
L500601,C100367,MKT2019,2025-06-29,Meta,/bundle-offer,15,13.0,South West,False,,12.54,15.0,28.0,female,Low,bronze,5.375,207.625,3.0,3.0,8.0,45.31,mobile,0.22,Low
L500602,C102176,MKT2004,2025-09-02,Partner,/landing-a,0,12.0,North Central,False,,USD 9.47,0.0,20.0,male,Upper-Middle,bronze,5.142857142857143,177.0,2.0,0.0,7.0,0.0,mobile,0.12,Low
L500603,C102249,MKT2027,2025-04-11,Google,/landing-b,10,42.0,South West,True,2025-04-30,13.18,10.0,29.0,female,Low,gold,4.8,189.2,2.0,0.0,5.0,112.39,mobile,0.32,Low
L500604,C102245,MKT2022,2025-07-30,CRM,/new-arrivals,15,78.0,South West,True,2025-08-26,5.64,15.0,32.0,female,Middle,platinum,6.666666666666667,301.3333333333333,4.0,3.0,9.0,0.0,desktop,0.8733333333333333,High
L500605,C102383,MKT2032,2025-11-09,Google,/landing-a,10,55.0,South East,False,,16,10.0,35.0,female,Middle,bronze,4.714285714285714,221.57142857142856,3.0,0.0,7.0,212.46,mobile,0.16666666666666666,Low
L500606,C100658,MKT2017,2025-06-10,Meta,/landing-b,10,24.0,South South,False,,10.91,10.0,36.0,female,Low,silver,4.333333333333333,207.33333333333337,0.0,0.0,3.0,34.46,mobile,0.12,Low
L500607,C100818,MKT2001,2025/01/19,Google,/landing-b,15,39.0,South South,False,,21.27,15.0,37.0,male,Middle,silver,6.142857142857143,227.57142857142856,4.0,3.0,7.0,106.69,mobile,0.16666666666666666,Low
L500608,C100833,MKT2014,2025-10-06,Google,/landing-b,5,30.0,South South,True,2025-10-10,18.18,5.0,27.0,non-binary,Lower-Middle,bronze,6.25,276.25,3.0,1.0,4.0,36.28,desktop,0.7933333333333333,High
L500609,C101619,MKT2031,2025-11-12,Meta,/landing-b,0,47.0,North Central,True,2025-11-14,10.86,0.0,22.0,male,Lower-Middle,gold,5.6,148.4,2.0,1.0,5.0,124.29,mobile,0.4533333333333333,Medium
L500610,C101930,MKT2025,2025-09-06,Meta,/landing-a,0,35.0,South West,True,2025-09-25,7.1,0.0,44.0,male,Middle,silver,5.833333333333333,187.83333333333337,2.0,1.0,6.0,124.46,mobile,0.6933333333333334,High
L500611,C101619,MKT2022,2025-07-31,CRM,/promo-summer,0,15.0,North Central,True,2025-08-12,12.07,0.0,22.0,male,Lower-Middle,gold,5.6,148.4,2.0,1.0,5.0,124.29,mobile,0.7466666666666667,High
L500612,C100280,MKT2026,2025-09-22,Google,/bundle-offer,15,40.0,South West,True,2025-10-03,18.24,15.0,45.0,female,Low,silver,6.0,243.6,2.0,1.0,10.0,0.0,mobile,0.7466666666666667,High
L500613,C100703,MKT2022,2025-07-28,CRM,/landing-a,10,66.0,South South,False,,$10.28,10.0,39.0,female,Upper-Middle,gold,5.166666666666667,257.3333333333333,0.0,0.0,6.0,87.98,phone,0.09333333333333334,Low
L500614,C101325,MKT2002,2025-01-29,Google,/bundle-offer,0,15.0,North West,False,,9.31,0.0,19.0,female,Middle,bronze,6.0,253.33333333333337,0.0,0.0,3.0,30.57,mobile,0.06,Low
L500615,C100077,MKT2004,2025-09-03,Partner,/promo-summer,10,55.0,South South,True,2025-10-03,$4.38,10.0,48.0,female,Middle,gold,5.5,202.0,1.0,0.0,8.0,1249.53,mobile,0.74,High
L500616,C102305,MKT2009,2025-04-14,Creator,/bundle-offer,20,44.0,North West,False,,27.82,20.0,22.0,male,High,bronze,4.8,193.8,1.0,0.0,5.0,149.64,mobile,0.10666666666666667,Low
L500617,C100483,MKT2029,"Oct 21, 2025",Google,/landing-b,10,35.0,North Central,True,2025-10-27,26.1,10.0,44.0,male,Low,platinum,5.5,233.25,2.0,2.0,8.0,0.0,mobile,0.84,High
L500618,C101791,MKT2000,2025-05-09,Meta,/promo-summer,15,57.0,North West,False,,15.53,15.0,39.0,male,Middle,gold,5.0,180.33333333333337,4.0,2.0,9.0,93.22,mobile,0.56,Medium
L500619,C102122,MKT2004,2025-09-03,Partner,/landing-a,0,38.0,South South,False,,9.18,0.0,29.0,male,High,gold,5.571428571428571,255.1428571428571,1.0,0.0,7.0,95.54,mobile,0.12,Low
L500620,C100500,MKT2023,08-24-2025,CRM,/new-arrivals,0,61.0,South South,True,2025-09-01,$12.53,0.0,18.0,male,Lower-Middle,gold,4.444444444444445,209.66666666666663,1.0,0.0,9.0,34.05,desktop,0.8266666666666667,High
L500621,C101955,MKT2027,2025-05-09,Google,/landing-b,20,63.0,South South,True,13/05/2025,USD 9.38,20.0,35.0,female,High,silver,5.6,153.8,2.0,2.0,5.0,110.7,tablet,0.7866666666666666,High
L500622,C102203,MKT2005,2025-03-09,Meta,/bundle-offer,5,45.0,South East,False,,11.49,5.0,32.0,female,Low,bronze,5.2,207.4,2.0,1.0,10.0,68.54,tablet,0.09333333333333334,Low
L500623,C101376,MKT2010,2025-04-15,Google,/landing-b,15,57.0,South West,False,,17.15,15.0,47.0,male,Middle,silver,6.666666666666667,210.33333333333337,8.0,6.0,12.0,0.0,mobile,0.1,Low
L500624,C102011,MKT2008,2025-04-07,Meta,/landing-b,0,24.0,North West,False,,USD 12.77,0.0,32.0,female,Middle,bronze,5.0,173.28571428571428,2.0,1.0,7.0,0.0,desktop,0.05333333333333334,Low
L500625,C101836,MKT2028,2025-09-16,Google,/new-arrivals,20,38.0,North Central,False,,20.67,20.0,0.0,male,Upper-Middle,bronze,5.125,233.625,2.0,0.0,8.0,48.63,tablet,0.24,Low
L500626,C102245,MKT2019,2025/07/08,Meta,/bundle-offer,10,66.0,South West,False,,17.77,10.0,32.0,female,Middle,platinum,6.666666666666667,301.3333333333333,4.0,3.0,9.0,0.0,desktop,0.5,Medium
L500627,C101306,MKT2017,2025-06-14,Meta,/new-arrivals,10,26.0,South South,False,,14.97,10.0,37.0,male,Low,gold,4.142857142857143,190.8571428571429,2.0,0.0,7.0,57.38,tablet,0.16,Low
L500628,C102183,MKT2027,2025-04-19,Google,/bundle-offer,0,32.0,North Central,True,2025-05-15,$14.85,0.0,41.0,non-binary,Middle,bronze,6.0,184.5,4.0,1.0,10.0,10.09,mobile,0.31333333333333335,Low
L500629,C100309,MKT2016,2025-06-05,CRM,/bundle-offer,5,32.0,South South,False,,$10.58,5.0,28.0,female,Middle,bronze,5.0,209.375,1.0,1.0,8.0,50.36,mobile,0.2,Low
L500630,C100471,MKT2017,2025-06-28,Meta,/quiz,10,24.0,North Central,True,2025-07-07,$14.13,10.0,51.0,female,Lower-Middle,bronze,5.1,316.2,4.0,0.0,10.0,0.0,tablet,0.4533333333333333,Medium
L500631,C100622,MKT2010,2025-04-11,Google,/new-arrivals,0,35.0,North West,False,,15,0.0,31.0,male,Middle,silver,4.4,209.2,0.0,0.0,5.0,108.36,mobile,0.04666666666666667,Low
L500632,C101958,MKT2035,2025-12-11,Google,/landing-b,20,34.0,North Central,True,2026-01-04,22.47,20.0,48.0,female,Lower-Middle,bronze,5.625,261.875,3.0,0.0,8.0,0.0,mobile,0.6533333333333333,Medium
L500633,C100453,MKT2016,2025-06-15,CRM,/promo-summer,20,54.0,South West,False,,1.0,20.0,18.0,female,Lower-Middle,platinum,5.2,219.0,4.0,2.0,15.0,22.54,mobile,0.26666666666666666,Low
L500634,C100837,MKT2014,2025-10-08,Google,/promo-summer,15,50.0,South South,True,2025-11-01,25.26,15.0,19.0,female,Lower-Middle,bronze,5.25,198.75,2.0,1.0,8.0,59.29,desktop,0.8333333333333334,High
L500635,C100980,MKT2004,2025-09-02,Partner,/bundle-offer,20,59.0,North Central,False,,13.16,20.0,41.0,male,Upper-Middle,bronze,5.875,249.875,2.0,1.0,8.0,0.0,mobile,0.15333333333333332,Low
L500636,C101613,MKT2022,06/08/2025,CRM,/bundle-offer,15,25.0,South-West,False,,4.09,15.0,36.0,male,Middle,bronze,5.0,260.6666666666667,3.0,2.0,9.0,20.26,mobile,0.17333333333333334,Low
L500637,C102287,MKT2020,2025-06-12,CRM,/bundle-offer,10,44.0,South West,True,2025-06-16,11.18,10.0,30.0,female,Low,gold,4.8,217.6,2.0,1.0,5.0,144.31,desktop,0.7533333333333333,High
L500638,C102040,MKT2004,2025-09-02,Partner,/landing-b,10,21.0,North Central,False,,$14.70,10.0,32.0,male,Middle,bronze,6.5,178.5,1.0,1.0,4.0,0.0,mobile,0.24666666666666667,Low
L500639,C101932,MKT2030,2025-01-31,Programmatic,/new-arrivals,20,49.0,North Cntrl,False,,8.66,20.0,20.0,male,High,bronze,4.583333333333333,239.58333333333337,4.0,0.0,12.0,0.0,tablet,0.1,Low
L500640,C102196,MKT2022,2025-08-01,CRM,/bundle-offer,20,41.0,North West,False,,1.0,20.0,26.0,female,Upper-Middle,bronze,4.363636363636363,236.9090909090909,2.0,1.0,11.0,167.16,mobile,0.16,Low
L500641,C100644,MKT2021,2025-12-15,Partner,/landing-b,20,34.0,South East,True,2026-01-11,16.5,20.0,35.0,male,Lower-Middle,silver,4.4,203.4,3.0,2.0,5.0,0.0,mobile,0.82,High
L500642,C101755,MKT2034,2025-10-27,Meta,/new-arrivals,15,5.0,South West,False,,14.69,15.0,47.0,female,Low,bronze,4.8,209.6,1.0,0.0,5.0,96.54,mobile,0.12666666666666668,Low
L500643,C100112,MKT2033,2025-11-26,Programmatic,/quiz,5,34.0,South South,False,,8.56,5.0,37.0,female,Low,gold,5.0,25.5,1.0,1.0,2.0,1234.5,desktop,0.18666666666666668,Low
L500644,C101832,MKT2007,2025-04-06,Creator,/landing-b,20,47.0,South East,False,,20,20.0,34.0,male,Upper-Middle,platinum,5.181818181818182,177.9090909090909,4.0,3.0,11.0,23.07,tablet,0.16666666666666666,Low
L500645,C100552,MKT2009,2025-04-18,Creator,/bundle-offer,5,31.0,North Central,False,,15.66,5.0,30.0,non-binary,Upper-Middle,bronze,5.153846153846154,188.6153846153846,4.0,3.0,13.0,334.65999999999997,mobile,0.08666666666666667,Low
L500646,C102002,,2025/01/12,Programmatic,/new-arrivals,0,14.0,North West,False,,8.53,0.0,27.0,non-binary,Lower-Middle,bronze,6.6,235.4,2.0,0.0,5.0,15.29,mobile,0.08,Low
L500647,C100068,MKT2017,04/07/2025,Meta,/new-arrivals,25,45.0,South East,False,,14.65,25.0,43.0,male,Middle,silver,5.857142857142857,200.57142857142856,2.0,1.0,7.0,289.2,desktop,0.20244372358203086,Low
L500648,C100843,MKT2021,2025-12-18,Partner,/landing-a,0,65.0,South West,False,2025-12-20,14.68,0.0,34.0,female,Middle,gold,5.0,277.0,1.0,1.0,7.0,0.0,mobile,0.62,Medium
L500649,C100853,MKT2020,2025-07-12,CRM,/new-arrivals,15,19.0,South West,True,2025-07-18,10.56,15.0,29.0,female,Upper-Middle,bronze,6.5,218.1428571428571,2.0,1.0,7.0,0.0,desktop,0.7533333333333333,High
L500650,C102050,MKT2022,2025-08-15,CRM,/quiz,5,41.0,South West,False,,$1.00,5.0,40.0,male,Lower-Middle,bronze,4.833333333333333,143.8,3.0,2.0,6.0,0.0,desktop,0.13333333333333333,Low
L500651,C101878,MKT2012,2025-05-16,Partner,/landing-b,5,67.0,South West,True,2025-06-05,5.56,5.0,42.0,female,Upper-Middle,silver,3.6,210.4,2.0,0.0,5.0,0.0,mobile,0.7533333333333333,High
L500652,C101087,MKT2002,2025-02-21,Google,/bundle-offer,5,47.0,South South,False,,16.31,5.0,31.0,male,Upper-Middle,silver,6.285714285714286,248.1428571428571,5.0,2.0,7.0,161.44,mobile,0.03333333333333333,Low
L500653,C101641,MKT2007,2025-03-27,Creator,/bundle-offer,15,6.0,North West,False,,20.57,15.0,51.0,non-binary,Low,silver,5.833333333333333,205.66666666666663,2.0,1.0,6.0,30.2,mobile,0.21333333333333335,Low
L500654,C100969,MKT2005,2025-03-08,Meta,/landing-a,0,36.0,South West,False,,13.75,0.0,34.0,male,Upper-Middle,bronze,6.666666666666667,261.8333333333333,5.0,3.0,6.0,45.2,desktop,0.1,Low
L500655,C101588,MKT2035,2025-11-19,Google,/quiz,10,47.0,south west,True,2025-12-02,12.51,10.0,38.0,male,Middle,bronze,6.0,196.41666666666663,6.0,3.0,12.0,66.12,mobile,0.8066666666666666,High
L500656,C102070,MKT2034,2025-06-14,Meta,/promo-summer,15,46.0,South West,True,2025-06-20,13.14,15.0,31.0,male,Low,platinum,6.166666666666667,226.83333333333337,6.0,4.0,6.0,21.51,desktop,0.26,Low
L500657,C100971,MKT2033,2025-11-10,Programmatic,/landing-a,5,48.0,South East,False,,3.92,5.0,38.0,female,Upper-Middle,bronze,5.666666666666667,261.5,2.0,1.0,6.0,0.0,desktop,0.12666666666666668,Low
L500658,C101679,MKT2025,2025-09-09,Meta,/landing-b,15,44.0,South South,True,2025-10-06,18.93,15.0,36.0,female,Upper-Middle,bronze,5.666666666666667,189.16666666666663,4.0,1.0,12.0,0.0,mobile,0.8333333333333334,High
L500659,C100716,MKT2011,2025-04-16,CRM,/landing-a,15,50.0,South East,True,2025-04-17,USD 7.62,15.0,40.0,female,Lower-Middle,bronze,5.5,194.0,4.0,1.0,8.0,0.0,desktop,0.7733333333333333,High
L500660,C100606,MKT2033,2025-11-26,Programmatic,/landing-a,10,0.0,South West,False,,5.46,10.0,54.0,male,High,bronze,5.75,206.75,4.0,0.0,8.0,103.15,mobile,0.04,Low
L500661,C100916,MKT2009,2025-03-27,Creator,/promo-summer,15,35.0,North West,True,2025-04-09,17.16,15.0,37.0,female,Middle,gold,5.777777777777778,284.22222222222223,3.0,2.0,9.0,219.47,mobile,0.7733333333333333,High
L500662,C100040,MKT2022,2025-07-26,CRM,/bundle-offer,10,36.0,South West,False,,9.28,10.0,38.0,female,Middle,gold,6.7,235.2,3.0,2.0,10.0,0.0,mobile,0.12666666666666668,Low
L500663,C101284,MKT2008,2025-04-08,Meta,/promo-summer,0,28.0,North West,True,05-03-2025,15,0.0,55.0,male,Upper-Middle,silver,5.5,137.75,2.0,0.0,4.0,0.0,mobile,0.72,High
L500664,C100733,MKT2005,2025-03-13,Meta,/new-arrivals,10,29.0,North West,True,2025-03-20,8.88,10.0,41.0,male,Lower-Middle,bronze,7.0,274.0,2.0,2.0,5.0,0.0,mobile,0.6933333333333334,High
L500665,C100310,MKT2034,2025-09-12,Meta,/quiz,15,47.0,South South,False,,15.24,15.0,43.0,male,Upper-Middle,bronze,6.333333333333333,179.0,1.0,0.0,9.0,0.0,desktop,0.17333333333333334,Low
L500666,C101840,MKT2025,2025-08-27,Meta,/landing-b,10,28.0,North Central,False,,7.42,10.0,18.0,male,Middle,silver,6.0,433.0,0.0,0.0,1.0,0.0,desktop,0.1,Low
L500667,C100268,MKT2012,2025-06-06,Partner,/quiz,0,41.0,North Central,False,,$11.54,0.0,42.0,male,Middle,gold,6.5,188.75,3.0,0.0,8.0,137.49,desktop,0.16666666666666666,Low
L500668,C101183,MKT2013,2025-02-25,Meta,/bundle-offer,5,25.0,South East,True,2025-03-07,12.82,5.0,43.0,female,Low,bronze,6.625,199.11111111111111,3.0,2.0,9.0,58.66,desktop,0.6933333333333334,High
L500669,C101062,MKT2003,2025-02-16,CRM,/promo-summer,15,38.0,North Central,False,,8.88,15.0,26.0,male,Middle,bronze,4.285714285714286,233.0,3.0,1.0,7.0,33.33,mobile,0.16,Low
L500670,C101958,MKT2029,2025-10-23,Google,/landing-a,10,42.0,North Central,False,,18.68,10.0,48.0,female,Lower-Middle,bronze,5.625,261.875,3.0,0.0,8.0,0.0,mobile,0.29333333333333333,Low
L500671,C100393,MKT2013,2025-01-07,Meta,/promo-summer,15,11.0,North West,False,,USD 14.87,15.0,33.0,female,Lower-Middle,gold,5.444444444444445,224.88888888888889,3.0,1.0,9.0,0.0,mobile,0.07333333333333333,Low
L500672,C100293,MKT2033,2025-11-21,Programmatic,/landing-a,20,27.0,South West,False,,11.56,20.0,29.0,female,Lower-Middle,bronze,6.0,170.66666666666666,2.0,1.0,4.0,0.0,mobile,0.29333333333333333,Low
L500673,C102057,MKT2026,2025-09-05,Google,/new-arrivals,0,52.0,South West,False,,19.07,0.0,45.0,female,Lower-Middle,platinum,6.666666666666667,289.6666666666667,2.0,2.0,3.0,70.09,mobile,0.2,Low
L500674,C100264,MKT2021,2026-01-11,Partner,/new-arrivals,20,39.0,South South,True,2026-02-07,13.47,20.0,18.0,female,Lower-Middle,silver,4.0,231.5,3.0,2.0,10.0,9.57,desktop,0.29333333333333333,Low
L500675,C102272,MKT2004,2025-09-03,Partner,/new-arrivals,0,57.0,South South,False,,10.65,0.0,43.0,male,Middle,bronze,5.0,122.5,2.0,1.0,10.0,0.0,mobile,0.09333333333333334,Low
L500676,C100728,MKT2018,2025-07-11,Meta,/new-arrivals,10,25.0,South South,True,2025-08-08,10.02,10.0,23.0,male,Middle,silver,5.2727272727272725,148.1818181818182,5.0,4.0,11.0,174.2,mobile,0.7266666666666667,High
L500677,C101119,MKT2018,"Aug 18, 2025",Meta,/landing-b,20,57.0,South South,True,2025-09-15,9.66,20.0,34.0,female,Upper-Middle,silver,6.8,264.4,2.0,2.0,5.0,111.87,mobile,0.5066666666666667,Medium
L500678,C101543,MKT2010,"May 19, 2025",Google,/landing-a,0,55.0,North Central,False,,26,0.0,47.0,male,Upper-Middle,platinum,5.875,267.875,4.0,3.0,8.0,0.0,mobile,0.18,Low
L500679,C100259,MKT2006,2025-03-13,Meta,/landing-a,0,68.0,North Central,False,,24.09,0.0,35.0,male,Middle,silver,5.333333333333333,244.33333333333337,2.0,2.0,6.0,32.19,tablet,0.44,Medium
L500680,C102147,MKT2025,2025-08-30,Meta,/promo-summer,0,16.0,South West,False,,26.05,0.0,19.0,female,Lower-Middle,silver,5.857142857142857,194.1428571428571,3.0,1.0,7.0,0.0,mobile,0.14,Low
L500681,C100037,MKT2033,2025-11-25,Programmatic,/new-arrivals,20,85.0,North Central,False,,10.24,20.0,37.0,male,Upper-Middle,gold,5.75,220.375,3.0,1.0,8.0,0.0,desktop,0.2,Low
L500682,C101014,MKT2020,2025-06-23,CRM,/landing-a,0,22.0,South West,False,,6,0.0,32.0,female,Low,bronze,4.125,202.5,2.0,1.0,8.0,51.54,mobile,0.36666666666666664,Medium
L500683,C101162,MKT2014,2025-10-21,Google,/bundle-offer,10,62.0,South South,True,2025-10-28,$27.31,10.0,42.0,male,Lower-Middle,platinum,7.6,317.0,2.0,2.0,5.0,21.93,mobile,0.8,High
L500684,C101541,MKT2021,2025-12-20,Partner,/landing-b,10,55.0,South West,True,2026-01-03,10.24,10.0,32.0,female,Middle,gold,4.333333333333333,185.33333333333337,2.0,0.0,9.0,40.95,mobile,0.8333333333333334,High
L500685,C101258,MKT2006,2025-02-28,Meta,/new-arrivals,0,33.0,North West,False,,USD 11.95,0.0,34.0,male,Middle,silver,5.625,218.5,4.0,2.0,8.0,0.0,mobile,0.09333333333333334,Low
L500686,C100371,MKT2022,2025-08-11,Meta Ads,/promo-summer,15,39.0,South West,True,"Sep 03, 2025",7.08,15.0,32.0,female,Middle,silver,5.0,138.0,3.0,2.0,4.0,110.28,mobile,0.48,Medium
L500687,C102377,MKT2031,2025-10-25,Meta,/bundle-offer,10,32.0,North West,False,,14.55,10.0,19.0,female,Low,gold,5.428571428571429,202.1428571428571,4.0,2.0,7.0,0.0,mobile,0.03333333333333333,Low
L500688,C101592,MKT2013,2025-03-05,Meta,/promo-summer,10,38.0,South South,True,2025-03-12,15,10.0,20.0,female,Lower-Middle,gold,5.166666666666667,234.83333333333337,1.0,0.0,6.0,0.0,desktop,0.7733333333333333,High
L500689,C100271,MKT2027,2025-04-20,Google,/promo-summer,20,13.0,South West,False,,26.03,20.0,35.0,male,Low,silver,5.0,259.8181818181818,4.0,2.0,11.0,269.97999999999996,phone,0.08666666666666667,Low
L500690,C101754,MKT2015,2025-06-06,Google,/landing-b,15,57.0,South West,True,"Jun 09, 2025",21.91,15.0,45.0,male,Upper-Middle,gold,4.545454545454546,198.27272727272728,5.0,3.0,11.0,0.0,mobile,0.82,High
L500691,C101696,MKT2001,2025-02-11,Google,/landing-a,15,35.0,South South,True,2025-03-05,19.08,15.0,23.0,male,Middle,bronze,5.6,243.8,1.0,1.0,5.0,0.0,tablet,0.6533333333333333,Medium
L500692,C101011,MKT2022,29/07/2025,CRM,/quiz,20,48.0,South West,True,2025-08-27,9.4,20.0,46.0,male,Upper-Middle,bronze,6.363636363636363,192.36363636363637,2.0,0.0,11.0,42.0,mobile,0.7733333333333333,High
L500693,C100487,MKT2025,2025-09-18,Meta,/quiz,0,33.0,South West,True,2025-10-18,12.38,0.0,29.0,female,Lower-Middle,gold,6.363636363636363,246.54545454545453,5.0,2.0,11.0,69.25999999999999,desktop,0.36666666666666664,Medium
