customer_id,gender,age,city,region,signup_date,preferred_device,loyalty_tier,email_opt_in,income_band
C100600,Female,47,Kaduna,North West,2025-07-10,Mobile,Gold,Yes,Low
C100601,Female,27,Abuja,North Central,2025-07-19,Mobile,Silver,Yes,Low
C100602,Female,44,Ibadan,South West,02-02-2024,Mobile,Bronze,Yes,Low
C100603,Male,31,Ibadan,South West,2024-02-09,Desktop,Bronze,No,Lower-Middle
C100604,Female,39,Enugu,South East,2025-10-20,Mobile,Bronze,Yes,Middle
C100605,Male,32,Lagos,South West,2025-03-16,Mobile,Silver,Yes,Low
C100606,Male,54,Lagos,South West,04-21-2025,Mobile,Bronze,Yes,High
C100607,Female,36,Ibadan,South West,2025-10-08,Tablet,Bronze,Yes,Lower-Middle
C100608,Non-binary,42,Port Harcourt,South South,2025-04-09,Mobile,Silver,No,Low
C100609,Male,39,Abuja,North Central,2024-04-29,Mobile,Bronze,Yes,Lower-Middle
C100610,Female,34,Kaduna,North West,2024-10-17,Mobile,Bronze,Yes,High
C100611,Female,30,Kano,North West,2024-11-09,Mobile,Silver,Yes,Low
C100612,Female,36,Lagos,South West,2025-07-12,Mobile,Gold,No,Low
C100613,Male,42,Benin City,South South,2025-09-12,Mobile,Silver,Yes,High
C100614,Male,41,Kaduna,North West,2025-10-16,Desktop,Silver,No,High
C100615,Male,38,Jos,North Central,2025-05-27,Mobile,Bronze,Yes,Middle
C100616,Female,32,Lagos,South West,2024-10-23,Mobile,Silver,Yes,Middle
C100617,Male,39,Enugu,South East,2025-07-24,Mobile,Bronze,No,Middle
C100618,Female,24,Lagos,South West,2024-02-16,Tablet,Silver,No,Upper-Middle
C100619,Male,33,Kano,North West,2025-12-03,Desktop,Gold,Yes,Middle
C100620,Female,18,Benin City,South South,2025-02-04,Mobile,Silver,Yes,Low
C100621,Female,27,Calabar,South South,2024-11-13,Mobile,Bronze,Yes,Middle
C100622,Male,31,Kano,North West,2024-01-22,Mobile,Silver,No,Middle
C100623,Female,20,Lagos,South West,2024-03-17,Mobile,Silver,Yes,Lower-Middle
C100624,Female,23,Kano,North West,"Feb 28, 2024",Desktop,Silver,Yes,Low
C100625,Female,41,Abuja,North Central,2025-03-16,Mobile,Gold,Yes,Low
C100626,Male,38,P/Harcourt,South East,2025-09-24,Mobile,Bronze,No,Upper-Middle
C100627,male,43,Lagos,South West,2024-07-21,Mobile,Silver,Yes,Low
C100628,Female,44,Abuja,North Central,2024-06-07,Mobile,Gold,Yes,Low
C100629,Male,39,Kano,North West,2024-09-29,Mobile,Gold,Yes,Middle
C100630,Female,40,Lagos,South West,2025-01-29,Desktop,Bronze,FALSE,Lower-Middle
C100631,Female,36,Kano,North West,2024-07-09,Desktop,Gold,No,High
C100632,Female,45,Kano,North West,2024-07-20,Mobile,Silver,Yes,Lower-Middle
C100633,Female,19,Kaduna,North West,2025-09-17,Tablet,Gold,Yes,Middle
C100634,Male,32,Enugu,South East,2025-10-17,Mobile,Gold,No,Upper-Middle
C100635,Male,42,Port Harcourt,South South,2024-09-18,Mobile,Bronze,Yes,Middle
C100636,Female,41,Lagos,South West,2025-01-31,Desktop,Gold,Yes,Upper-Middle
C100637,Male,34,Abuja,North Central,2025-05-10,Mobile,Silver,No,Upper-Middle
C100638,Female,30,Port Harcourt,South South,2025-07-21,Desktop,Bronze,No,Middle
C100639,Female,41,Lagos,South West,"Nov 30, 2024",Mobile,Silver,Yes,Lower-Middle
C100640,Male,32,Kano,North West,2024-08-11,Mobile,Silver,Yes,Middle
C100641,Female,23,Lagos,South West,2024-04-21,Mobile,Silver,Yes,Upper-Middle
C100642,Male,44,Lagos,South West,2024-10-11,Mobile,Silver,No,Upper-Middle
C100643,Female,30,Jos,North Central,2025-11-15,Mobile,Gold,Yes,Middle
C100644,Male,35,Enugu,South East,2025-05-31,Mobile,Silver,No,Lower-Middle
C100645,Female,19,Abuja,North Central,2025-03-16,Desktop,Bronze,Yes,Middle
C100646,Male,18,Port Harcourt,South South,2024-01-14,Mobile,Platinum,Yes,Middle
C100647,Male,37,Enugu,South East,17/07/2024,Mobile,Gold,Yes,Middle
C100648,Male,48,Benin City,South South,2024-03-11,Mobile,Gold,Yes,Lower-Middle
C100649,Female,18,Abuja,North Central,2024-11-30,Mobile,Silver,Yes,Lower-Middle
C100650,Male,29,Ibadan,South West,2025-06-08,Mobile,Silver,Yes,Low
C100651,Female,38,Enugu,South East,2025-09-22,Tablet,Silver,Yes,Upper-Middle
C100652,Female,35,Lagos,South West,"Jun 24, 2025",Mobile,Silver,Yes,Upper-Middle
C100653,Male,34,Calabar,South South,2025-03-21,Mobile,Bronze,Yes,Upper-Middle
C100654,Female,33,Benin City,South South,2025-12-01,Mobile,Bronze,Y,Middle
C100655,Non-binary,24,Lagos,South West,2024-07-02,Desktop,Silver,Yes,Lower-Middle
C100656,Female,43,Enugu,South East,2025-04-22,Mobile,Bronze,Yes,Low
C100657,Male,42,Lagos,South West,2024-07-20,Mobile,Silver,No,Middle
C100658,Female,36,Port Harcourt,South South,2025-02-26,Mobile,Silver,No,Low
C100659,Female,18,Benin City,South South,2024-01-01,Mobile,Bronze,No,Low
C100660,Female,48,Abuja,North Central,2025-05-16,Desktop,Bronze,No,Upper-Middle
C100661,Male,33,Jos,North Central,2024-09-28,Desktop,Silver,No,Middle
C100662,M,38,Kano,North West,2025-08-21,Mobile,Gold,Yes,Lower-Middle
C100663,Male,51,Lagos,South West,2025-08-01,Tablet,Bronze,No,Upper-Middle
C100664,Male,45,Lagos,South West,2024-06-11,Mobile,Bronze,Yes,Middle
C100665,Female,32,Lagos,South West,2024-01-20,TAB,Gold,No,Low
C100666,Male,43,Benin City,South South,01/10/2024,Desktop,Bronze,Yes,Middle
C100667,Female,39,Lagos,South West,2025-08-06,Tablet,Bronze,No,Lower-Middle
C100668,Male,28,Benin City,South South,2025-03-06,Mobile,Bronze,Yes,Lower-Middle
C100669,Male,34,Enugu,South East,2024-04-10,Tablet,Bronze,0,Lower-Middle
C100670,Male,18,Enugu,South East,2025-06-16,Tablet,Gold,Yes,Lower-Middle
C100671,Female,19,Lagos,South West,2025-03-02,Mobile,Bronze,Yes,Middle
C100672,Female,35,Abuja,North Central,2025-03-13,Mobile,Gold,Yes,Low
C100673,Male,46,Port Harcourt,South South,2025-10-26,Mobile,Bronze,Yes,Middle
C100674,Male,24,Port Harcourt,South South,2024-08-26,Mobile,Silver,Yes,Lower-Middle
C100675,Male,44,Port Harcourt,South South,2025-09-07,Mobile,Gold,Yes,Middle
C100676,Male,35,Ibadan,South West,2024-12-17,Mobile,Bronze,Yes,Low
C100677,Non-binary,49,Kaduna,North West,2025/01/14,Mobile,Bronze,Yes,Low
C100678,Female,30,Abuja,North Central,2024-02-10,Mobile,Silver,Yes,Lower-Middle
C100679,Male,60,Port Harcourt,South South,2024-03-30,Tablet,Bronze,Yes,Lower-Middle
C100680,Female,37,Port Harcourt,South South,2024-09-13,Tablet,Platinum,Yes,Middle
C100681,Female,31,Lagos,N Central,13/03/2025,Mobile,Bronze,Yes,Lower-Middle
C100682,Female,36,Kano,North West,"Aug 19, 2025",Desktop,Bronze,Yes,Middle
C100683,Female,18,Port Harcourt,South South,2024-09-14,Mobile,Bronze,Yes,Lower-Middle
C100684,Male,36,Jos,North Central,2024-01-04,Mobile,Gold,No,Lower-Middle
C100685,Female,30,Enugu,South East,2024-07-11,Desktop,Silver,Yes,Upper-Middle
C100686,Non-binary,38,Abuja,North Central,2024-12-17,Mobile,Platinum,No,Low
C100687,Female,30,Abuja,North Central,2024-12-08,Desktop,Silver,Yes,Upper-Middle
C100688,Female,18,Kaduna,North West,2025-08-26,Mobile,Silver,Yes,Low
C100689,Female,18,Benin City,South South,2024-11-18,Mobile,Silver,Yes,Low
C100690,Male,27,Lagos,South West,2025-08-01,Desktop,Bronze,Yes,High
C100691,Male,22,Kano,North West,2024-09-09,Desktop,Silver,Yes,Middle
C100692,Male,41,Port Harcourt,South South,2025-11-26,Desktop,Bronze,No,Upper-Middle
C100693,Male,23,Kaduna,North West,2024-10-28,Desktop,Gold,Yes,Middle
C100694,Male,37,Kaduna,North West,2025-07-10,Mobile,Bronze,Yes,High
C100695,Female,32,Jos,North Central,2025-06-11,Mobile,Bronze,Yes,Lower-Middle
C100696,Female,47,Kano,North West,2024-05-12,Desktop,Silver,Yes,Upper-Middle
C100697,Female,34,Jos,North Central,2024-07-21,Mobile,Bronze,No,Middle
C100698,Female,35,Abuja,North Central,2025-08-19,Desktop,Silver,Yes,Low
C100699,Female,24,Abuja,North Central,08/08/2025,Mobile,Bronze,,Low
C100700,Female,36,Lagos,South West,2024-07-09,Mobile,Bronze,Yes,Upper-Middle
C100701,Female,39,Enugu,South East,"May 13, 2025",Tablet,Bronze,Yes,Upper-Middle
C100702,Female,32,Lagos,South West,2025-10-03,Mobile,Silver,No,High
C100703,Female,39,Benin City,South South,2024-07-04,phone,Gold,Yes,Upper-Middle
C100704,Male,24,Ibadan,South West,2025-05-28,Tablet,Gold,No,Low
C100705,Female,31,Enugu,South East,"Apr 05, 2025",Desktop,Gold,Yes,Middle
C100706,Male,37,Port Harcourt,South South,2024-06-29,Mobile,Bronze,No,Low
C100707,Male,30,Lagos,South West,2025-05-06,Mobile,Bronze,No,Middle
C100708,Female,44,Port Harcourt,South South,2025-09-23,Mobile,Gold,Yes,Middle
C100709,Male,39,Lagos,South West,2024-06-11,Mobile,Silver,Yes,Lower-Middle
C100710,Female,27,Abuja,North Central,2024-03-12,Desktop,Silver,Yes,Middle
C100711,Male,25,Kano,North West,2024-02-08,Mobile,Gold,No,Low
C100712,Male,33,Lagos,South West,2024-08-23,Desktop,Silver,No,Low
C100713,Female,26,Calabar,South South,19/04/2025,Mobile,Bronze,Yes,Middle
C100714,Female,29,Ibadan,South West,2024-03-22,Mobile,Bronze,No,High
C100715,Male,23,Abuja,North Central,2025-05-20,Mobile,Gold,Yes,Low
C100716,Female,40,Enugu,South East,2025-03-08,Desktop,Bronze,Yes,Lower-Middle
C100717,Male,35,Lagos,South West,2024-04-07,Mobile,Bronze,Yes,Upper-Middle
C100718,Female,36,Abuja,North Central,2024-05-24,Desktop,Gold,Yes,Middle
C100719,Female,40,Jos,North Central,2025-08-16,Mobile,Silver,Yes,Lower-Middle
C100720,Female,18,Abuja,North Central,05-30-2025,Mobile,Bronze,No,High
C100721,Female,33,Kaduna,North West,2025-11-27,Desktop,Gold,No,Middle
C100722,Female,31,Lagos,South West,2024-04-10,Tablet,Silver,No,Upper-Middle
C100723,Female,39,Ibadan,South West,2024-08-11,Desktop,Bronze,No,High
C100724,Male,38,Kano,North West,2025-01-30,Mobile,Bronze,No,High
C100725,Non-binary,38,Lagos,South West,2024-12-09,Mobile,Gold,No,High
C100726,Female,45,Abuja,North Central,2024-05-06,Mobile,Silver,Yes,Lower-Middle
C100727,Male,18,Benin City,South South,2024-12-01,Tablet,Bronze,Yes,Upper-Middle
C100728,Male,23,Benin City,South South,2024/02/17,Mobile,Silver,No,Middle
C100729,Male,44,Lagos,South West,2024-08-21,Mobile,Bronze,Yes,Middle
C100730,Female,46,Port Harcourt,South South,10-27-2025,Mobile,Bronze,No,Middle
C100731,Female,26,Calabar,South South,2025-09-22,Mobile,Bronze,Yes,Low
C100732,Male,43,Abuja,North Central,2024-06-03,Desktop,Bronze,Yes,Middle
C100733,Male,41,Kaduna,North West,2024-08-11,Mobile,Bronze,Yes,Lower-Middle
C100734,Male,21,Lagos,South West,2024-07-16,Mobile,Gold,Yes,Low
C100735,Female,28,Ibadan,South West,2024-01-22,Mobile,Silver,Yes,Middle
C100736,Male,36,Ibadan,South West,2025-12-09,Mobile,Bronze,No,Middle
C100737,Female,32,Benin City,South South,"Dec 13, 2024",Mobile,Silver,No,Middle
C100738,Female,49,Kano,North West,2024-07-22,Mobile,Bronze,Yes,Low
C100739,Female,39,Kaduna,North West,2024-06-08,Mobile,Gold,No,Middle
C100740,Male,41,Kano,North West,2024-08-02,Mobile,Bronze,No,High
C100741,Male,27,Enugu,South East,2024-02-24,Mobile,Bronze,No,Lower-Middle
C100742,Male,22,Jos,North Central,2024-09-03,Desktop,Bronze,Yes,Lower-Middle
C100743,Male,28,Abuja,North Central,2025-02-28,Mobile,Gold,No,Middle
C100744,Female,46,Enugu,South East,2025/10/07,Mobile,Bronze,Yes,Lower-Middle
C100745,Male,50,Ibadan,South West,2025-01-13,Mobile,Gold,Yes,Lower-Middle
C100746,Female,26,Abuja,North Central,2025-06-30,Desktop,Bronze,Yes,High
C100747,Male,32,Lagos,South West,2025-02-17,Mobile,Gold,Yes,High
C100748,male,18,Kaduna,North West,2024-02-07,Mobile,Gold,No,High
C100749,Male,45,Kano,North West,2024-04-03,Desktop,Bronze,Yes,Middle
C100750,Non-binary,22,Lagos,South West,2024-02-12,Desktop ,Bronze,Yes,High
C100751,Male,41,Benin City,South South,2025-09-26,Desktop,Gold,Yes,Lower-Middle
C100752,Male,45,Lagos,South West,2025-08-26,Mobile,Gold,Yes,Upper-Middle
C100753,Female,21,Port Harcourt,South South,2025-12-15,Mobile,Silver,Yes,Lower-Middle
C100754,Male,25,Benin City,South South,2024/10/14,Mobile,Silver,Yes,Middle
C100755,Male,40,Kano,North West,2024-09-09,Mobile,Bronze,Yes,Lower-Middle
C100756,Male,45,Lagos,South West,2025-01-29,Mobile,Silver,No,Middle
C100757,Female,28,Lagos,South West,11-12-2024,Mobile,Bronze,No,Middle
C100758,Male,24,Benin City,South South,05/11/2024,Mobile,Bronze,Yes,Middle
C100759,Male,36,Enugu,South East,2025-02-25,Mobile,Silver,No,Low
C100760,Female,44,Kaduna,North West,29/03/2024,Mobile,Platinum,1,Upper-Middle
C100761,Male,23,Port Harcourt,South South,2025-02-14,Mobile,Bronze,No,High
C100762,Male,26,Benin City,South South,2025-08-10,Mobile,Silver,Yes,Middle
C100763,Male,44,Kano,North West,2024-10-04,Desktop,Bronze,Yes,High
C100764,Female,35,Enugu,South East,2024-08-25,Mobile,Silver,Yes,Middle
C100765,Female,26,Ibadan,South West,2024-12-29,Desktop ,Bronze,No,Lower-Middle
C100766,Female,33,,South East,2024-05-12,Mobile,Gold,Yes,Middle
C100767,Male,37,Abuja,North Central,2024-10-06,Desktop,Gold,Yes,Lower-Middle
C100768,Female,42,Lagos,South West,2024-10-14,Mobile,Bronze,No,Middle
C100769,Male,36,Abuja,North Central,2024-09-25,Mobile,Platinum,No,Middle
C100770,Female,33,Kaduna,North West,2025-05-09,Mobile,Gold,Yes,High
C100771,Female,18,Jos,North Central,2025-11-28,Mobile,Silver,Yes,Lower-Middle
C100772,Male,38,Ibadan,South West,2025/03/26,Desktop,Silver,Yes,Upper-Middle
C100773,Non-binary,38,Kano,North West,07/01/2025,Desktop,Bronze,Yes,Middle
C100774,Female,35,Lagos,South West,2024-04-30,Desktop,Bronze,Yes,Low
C100775,Female,33,Ibadan,South West,2025-03-31,Mobile,Silver,Yes,Low
C100776,Female,34,Port Harcourt,South South,2025-05-14,Mobile,Gold,Yes,Low
C100777,Female,42,Port Harcourt,South South,2024-06-07,Mobile,Silver,Yes,Lower-Middle
C100778,Male,30,Lagos,South West,2024-10-10,Mobile,Bronze,Yes,Lower-Middle
C100779,Male,22, lagos ,North West,2024/11/17,Mobile,Bronze,Yes,Lower-Middle
C100780,Male,41,Kano,North West,2024-05-11,Mobile,Bronze,Yes,High
C100781,Female,30,Kano,North West,2024-09-16,Mobile,Silver,No,Lower-Middle
C100782,Female,30,Kaduna,North West,03-22-2024,Mobile,Silver,Yes,Low
C100783,Male,37,Ibadan,South West,2024-02-04,Tablet,Bronze,No,Middle
C100784,Non-binary,31,Enugu,South East,2025-01-20,Desktop,Silver,No,Middle
C100785,Male,32,Benin City,South South,2024-04-12,Desktop,Gold,Yes,Middle
C100786,Male,23,Jos,North Central,2025-05-10,Mobile,Bronze,Yes,Upper-Middle
C100787,Male,45,Port Harcourt,South South,2024-08-15,Mobile,Bronze,Yes,High
C100788,Female,21,Kano,North West,2024-12-25,Tablet,Gold,Yes,Middle
C100789,Female,45,Lagos,South West,2025-06-22,Tablet,Bronze,No,High
C100790,Female,22,Lagos,South West,2025-09-18,Mobile,Silver,Yes,Upper-Middle
C100791,Male,27,Jos,North Central,2025-02-30,Mobile,Bronze,Yes,Lower-Middle
C100792,Male,29,Port Harcourt,South South,2025-07-15,Desktop,Silver,No,Upper-Middle
C100793,Female,41,Lagos,South West,2024-10-02,Desktop,Bronze,Yes,Middle
C100794,Male,35,Benin City,South South,25/10/2024,Mobile,Bronze,No,Low
C100795,Female,29,Jos,North Central,2024-09-25,Mobile,Gold,Yes,Middle
C100796,Female,22,Kaduna,North West,2024-12-14,Mobile,Silver,TRUE,High
C100797,Female,42,Calabar,South South,2024/04/20,Desktop,Bronze,Yes,Lower-Middle
C100798,Female,33,Jos,North Central,2024-12-29,Mobile,Bronze,Yes,Middle
C100799,Female,37,Ibadan,South West,2025-08-06,Mobile,Bronze,Yes,Low
C100800,Male,31,Abuja,North Central,11-08-2025,Mobile,Bronze,Yes,Upper-Middle
C100801,Female,28,Lagos,South West,2024-11-11,Mobile,Bronze,Yes,Middle
C100802,Female,39,Abuja,North Central,2024-04-20,Desktop,Bronze,No,Upper-Middle
C100803,Female,36,Kano,North West,2025-05-11,Desktop,Silver,Yes,Lower-Middle
C100804,Male,43,Jos,North Central,"May 15, 2025",Mobile,Silver,Yes,Low
C100805,Male,35,Lagos,South West,2024-06-12,phone,Gold,No,Lower-Middle
C100806,Female,20,Enugu,South East,2024-06-30,Mobile,Silver,Yes,Upper-Middle
C100807,Female,40,Kaduna,North West,2025-07-12,Mobile,Bronze,No,Lower-Middle
C100808,Male,33,Kano,North West,2024-10-18,Desktop,Silver,Yes,Low
C100809,Female,31,Lagos,South West,2024-04-16,Desktop,Silver,Yes,Low
C100810,Male,18,Lagos,South West,"Oct 16, 2025",Mobile,Bronze,Yes,Middle
C100811,Male,25,Kaduna,North West,2025-11-30,Mobile,Bronze,Yes,Low
C100812,Female,34,Kano,North West,2024-11-08,Desktop,Bronze,No,Middle
C100813,Non-binary,27,Port Harcourt,South South,2025-11-28,Tablet,Silver,Yes,Middle
C100814,Male,35,Port Harcourt,South South,2025/09/16,Mobile,Bronze,Yes,Lower-Middle
C100815,Male,?,Lagos,South West,2024-02-04,Mobile,Bronze,Yes,Upper-Middle
C100816,Male,33,Calabar,South South,2025-05-29,Mobile,Bronze,Yes,Upper-Middle
C100817,Female,24,Enugu,South East,2024-02-17,Mobile,Gold,No,Low
C100818,Male,37,Calabar,South South,2025-03-24,Mobile,Silver,Yes,Middle
C100819,Male,36,Enugu,South East,2024-06-10,Desktop,Bronze,Yes,Low
C100820,Female,31,Ibadan,South West,2025-06-21,Mobile,Gold,Yes,Lower-Middle
C100821,Male,18,Enugu,South East,2025-04-14,Desktop ,Silver,No,Lower-Middle
C100822,Female,22,Lagos,South West,2024-10-26,Mobile,Silver,Yes,Lower-Middle
C100823,Female,40,Kano,North West,2025-05-20,Tablet,Silver,No,High
C100824,Non-binary,31,Abuja,North Central,2025/01/26,Mobile,Gold,Yes,Lower-Middle
C100825,Female,18,Port Harcourt,S/South,04-24-2024,Mobile,Gold,Yes,Upper-Middle
C100826,Female,31,Enugu,South East,28/08/2025,Mobile,Platinum,Yes,Lower-Middle
C100827,Male,33,Port Harcourt,South South,2025-03-26,Mobile,Bronze,No,Upper-Middle
C100828,Female,39,Jos,North Central,2025-06-18,Mobile,Silver,Yes,Middle
C100829,Female,37,Abjua,South South,2025-12-09,Mobile,Bronze,Yes,Low
C100830,Male,36,Abuja,North Central,2025-08-07,Mobile,Gold,No,Middle
C100831,Female,26,Abuja,North Central,2025-01-11,Mobile,Platinum,Yes,Middle
C100832,Female,18,Lagos,South West,2025-01-08,Mobile,Bronze,Yes,High
C100833,Non-binary,27,Benin City,South South,2025-06-01,Desktop,Bronze,Yes,Lower-Middle
C100834,Female,45,Enugu,South East,2024-04-07,Mobile,Gold,Yes,Lower-Middle
C100835,Female,19,Abuja,North Central,2025-05-14,Tablet,Gold,No,Low
C100836,Female,41,Ibadan,South West,2024-08-09,Desktop,Platinum,No,Middle
C100837,Female,19,Calabar,South South,2024-06-26,Desktop ,Bronze,Yes,Lower-Middle
C100838,Female,21,Port Harcourt,South South,2025-12-17,Tablet,Bronze,Yes,Middle
C100839,Female,34,Jos,North Central,2025-09-29,Desktop,Platinum,No,Low
C100840,Female,25,Enugu,South East,2025-09-20,Desktop,Silver,Yes,Middle
C100841,Non-binary,31,Ibadan,South West,2025-08-03,Mobile,Silver,Yes,Lower-Middle
C100842,Female,22,Kano,North West,2024-09-25,Desktop,Bronze,Yes,Lower-Middle
C100843,Female,34,Lagos,South West,2025-07-10,Mobile,Gold,Yes,Middle
C100844,Non-binary,40,Ibadan,South West,2024-09-09,Mobile,Gold,Yes,Lower-Middle
C100845,Female,20,Kaduna,North West,2025-04-17,Desktop,Silver,No,High
C100846,Male,38,Abuja,North Central,2025-07-18,Desktop,Gold,No,Lower-Middle
C100847,Female,36,Lagos,South West,2024-04-27,Mobile,Silver,No,High
C100848,Female,40,Lagos,South West,2025-09-02,Mobile,Silver,Yes,Lower-Middle
C100849,Female,18,Lagos,South West,2025-01-09,Desktop,Gold,Yes,Lower-Middle
C100850,Non-binary,41,Abuja,North Central,2025-01-05,Mobile,Silver,Yes,Upper-Middle
C100851,Female,22,Enugu,South East,2024-02-05,Desktop,Silver,Yes,Middle
C100852,Non-binary,30,Ibadan,South West,13/13/2025,Desktop,Bronze,Yes,Upper-Middle
C100853,Female,29,Ibadan,South West,2025-08-27,Desktop,Bronze,No,Upper-Middle
C100854,Non-binary,23,Abuja,North Central,02-28-2024,Mobile,Silver,Yes,Lower-Middle
C100855,Male,25,Abuja,North Central,2024-08-05,Desktop,Bronze,Yes,Lower-Middle
C100856,Male,26,Benin City,North Cntrl,"Oct 04, 2024",Mobile,Silver,Yes,Upper-Middle
C100857,Female,34,Kaduna,North West,2024-12-13,Desktop,Silver,Yes,Lower-Middle
C100858,Female,39,Lagos,South West,2024-12-13,Mobile,Silver,Yes,Low
C100859,Female,30,Port Harcourt,South South,11/02/2024,Tablet,Bronze,No,Lower-Middle
C100860,Female,40,Kano,North West,01-28-2024,Tablet,Bronze,Yes,Lower-Middle
C100861,Male,34,Calabar,South South,2025-05-31,Mobile,Bronze,Yes,Lower-Middle
C100862,Male,43,Abuja,North Central,2024-07-16,Mobile,Bronze,No,Lower-Middle
C100863,Male,21,Port Harcourt,South South,2024/06/28,Mobile,Gold,Yes,High
C100864,Male,34,Benin City,South South,2024-07-08,Tablet,Bronze,Yes,High
C100865,Female,32,Lagos,South West,2025-11-17,Desktop,Bronze,No,Upper-Middle
C100866,Non-binary,34,Benin City,South South,2025-10-31,Mobile,Gold,No,High
C100867,Female,36,Calabar,South South,2024-01-22,Tablet,Gold,No,Lower-Middle
C100868,Female,40,Abuja,North Central,2024-05-03,Tablet,Bronze,Yes,Lower-Middle
C100869,Female,34,Ibadan,South West,2024-02-15,Desktop,Gold,Y,Upper-Middle
C100870,Male,37,Lagos,South West,2025-02-27,Mobile,Bronze,Yes,Upper-Middle
C100871,Male,30,Ibadan,South West,2025-10-16,Mobile,Gold,Yes,Low
C100872,Female,31,Calabar,South South,2024-01-05,Mobile,Silver,Yes,Low
C100873,Female,27,Benin City,South South,2024-08-07,Mobile,Bronze,No,Upper-Middle
C100874,Non-binary,42,Lagos,South West,2024-06-13,Mobile,Bronze,Yes,Middle
C100875,Female,40,Abuja,North Central,2024-03-04,Mobile,Bronze,Yes,Low
C100876,Female,44,Kano,North West,23/10/2025,Mobile,Bronze,Yes,Middle
C100877,Female,28,Enugu,South East,08-03-2024,Mobile,Silver,Yes,Middle
C100878,Female,31,Ibadan,South West,2024-11-09,Mobile,Bronze,Yes,Low
C100879,Male,55,Ibadan,South West,2025-02-10,Mobile,Silver,FALSE,Lower-Middle
C100880,Female,42,Enugu,South East,2025-01-18,Mobile,Platinum,Yes,Upper-Middle
C100881,Female,20,Lagos,South West,2024-01-12,Mobile,Silver,No,Lower-Middle
C100882,Female,39,Calabar,South South,2024-05-19,Mobile,Bronze,Yes,Lower-Middle
C100883,Male,36,Ibadan,South West,2025-10-17,Mobile,Gold,Yes,Upper-Middle
C100884,Female,30,Abuja,North Central,2025-10-08,Mobile,Silver,Yes,Lower-Middle
C100885,Female,30,Kaduna,North West,2024-12-21,Mobile,Bronze,Yes,Lower-Middle
C100886,Male,25,Abuja,North Central,2025-02-26,Mobile,Silver,Yes,Middle
C100887,Female,28,Lagos,South West,2024-04-16,Desktop,Silver,Yes,Upper-Middle
C100888,Male,26,Abuja,North Central,2025-03-29,Mobile,Bronze,No,Low
C100889,Male,22,Kano,North West,2024-09-27,Mobile,Bronze,Yes,Middle
C100890,Female,29,Lagos,South West,2024-10-23,Mobile,Gold,Yes,Low
C100891,Female,25,Ibadan,South West,2025-01-16,Desktop,Silver,No,Lower-Middle
C100892,Female,39,Abuja,North Central,2025-11-09,Desktop,Bronze,No,Lower-Middle
C100893,Male,42,Benin City,North Cntrl,2025-03-15,Mobile,Bronze,Yes,Middle
C100894,Male,31,Lagos,South West,2025-04-19,Mobile,Gold,Yes,Lower-Middle
C100895,Male,30, lagos ,North West,2025-10-09,Mobile,Silver,No,Middle
C100896,Male,38,Jos,North Central,2025-01-11,Tablet,Bronze,Yes,Middle
C100897,Male,31,Abuja,North Central,2025-11-28,Desktop,Gold,Yes,Lower-Middle
C100898,Female,51,Port Harcourt,South South,2025-03-16,Mobile,Bronze,Yes,Low
C100899,Female,18,Benin City,South South,2025-01-16,Mobile,Silver,No,Middle
C100900,Female,18,Kaduna,North West,08-28-2025,Tablet,Bronze,Yes,Upper-Middle
C100901,Female,23,Lagos,South West,2025-07-19,Mobile,Bronze,Yes,Upper-Middle
C100902,Male,37,Kano,North West,2024-05-05,Mobile,Gold,Yes,Upper-Middle
C100903,Female,40,Enugu,South East,2024-05-18,Mobile,Bronze,Yes,Low
C100904,Female,28,Kaduna,North West,2025-09-13,Mobile,Silver,Yes,Lower-Middle
C100905,Male,33,Port Harcourt,South South,2024-05-11,Mobile,Bronze,No,Upper-Middle
C100906,Female,30,Enugu,South East,2025-05-14,Tablet,Bronze,No,Lower-Middle
C100907,Male,37,Benin City,South South,2025-01-17,Mobile,Silver,Yes,High
C100908,Female,51,Lagos,South West,2025-06-26,Mobile,Silver,Yes,Middle
C100909,Female,18,Abuja,North Central,2025-06-21,Mobile,Bronze,No,High
C100910,Male,53,Benin City,South South,2024-06-05,Desktop,Bronze,No,Lower-Middle
C100911,Female,42,Benin City,South South,2024-12-15,Mobile,Gold,No,Low
C100912,Male,30,Enugu,South East,2025-08-17,Desktop,Platinum,Yes,High
C100913,Female,37,Kano,North West,10-30-2025,Mobile,Gold,No,Middle
C100914,Female,32,Lagos,South West,2024-11-29,Mobile,Gold,Yes,High
C100915,Male,37,Port Harcourt,South South,2025-05-02,Mobile,Bronze,Yes,Lower-Middle
C100916,Female,37,Kaduna,North West,2024-03-03,Mobile,Gold,Yes,Middle
C100917,Male,40,Ibadan,South West,2024-12-02,Mobile,Bronze,Yes,Upper-Middle
C100918,Male,24,Abuja,North Central,2024-10-14,Desktop,Silver,No,Low
C100919,Female,38,Jos,North Central,2025-03-03,Mobile,Bronze,Yes,Low
C100920,Female,27,Ibadan,South West,2025-02-01,Desktop,Bronze,Yes,Lower-Middle
C100921,Male,30,Abuja,North Central,2024-06-21,Desktop,Platinum,Yes,Low
C100922,Male,40,Abjua,South West,2025-09-04,Mobile,Bronze,Yes,Middle
C100923,Male,29,Abuja,North Central,2025-01-07,Mobile,Bronze,Yes,Middle
C100924,Female,35,Abuja,North Central,2025-01-20,Mobile,Bronze,Yes,Upper-Middle
