order_id,customer_id,order_date,product_category,units,revenue_usd,discount_pct,payment_type,returned_flag,marketing_channel_last_touch
O900721,C100618,2025-02-02,Supplements,5,106.19,10,Wallet,True,Email
O900722,C100620,2025-10-17,Supplements,1,24.5,20,Wallet,False,Organic
O900723,C100621,2025-12-10,Beverages,3,23.39,-5,Wallet,False,Direct
O900724,C100622,2024-08-25,Baby Care,1,18.19,10,Cash on Delivery,False,Direct
O900725,C100622,2025-08-22,Baby,4,90.17,20,Cash on Delivery,False,Paid Search
O900726,C100623,"Jan 09, 2025",Snacks,,36.49,5,Card,False,Affiliate
O900727,C100623,2024-05-14,Snacks,4,43.85,15,Cash on Delivery,True,Influencer
O900728,C100624,2024-03-29,Beverages,2,16.62,0,Card,False,Email
O900729,C100624,2024-06-11,Baby,4,109.36,0,Card,False,Paid Social
O900730,C100625,21/06/2025,Home Care,1,23.41,0,Cash on Delivery,False,paid social
O900731,C100625,2025-03-27,Personal Care,2,$45.20,5,Card,True,Paid Search
O900732,C404404,2025-05-17,Snacks,3,30.92,5,Transfer,False,Email
O900733,C100628,05/09/2025,Snacks,4,48.93,0,Transfer,False,Influencer
O900734,C100631,08-12-2025,Home Care,5,97.77,10,Cash on Delivery,False,Paid Search
O900735,C100631,2025-08-22,Baby,3,,5,Card,False,Affiliate
O900736,C100632,2024-12-04,Home Care,6,118.86,10,Transfer,False,Organic
O900737,C100633,2025-09-20,Supplements,1,13.24,20,Card,True,Paid Search
O900738,C100635,2024-12-19,Supplements,3,75.04,0,Transfer,False,Direct
O900739,C100635,2025-08-26,snacks,3,24.93,15,Card,False,Organic
O900740,C100635,2025-08-18,Supplements,2,35.18,20,Card,False,Direct
O900741,C100636,2025-09-01,Beverages,1,4.0,20,Transfer,False,Direct
O900742,C100639,2025-08-29,Snacks,2,15.31,10,Cash on Delivery,False,Influencer
O900743,C100642,2025-07-07,Home Care,3,46.17,20,Card,False,Paid Social
O900744,C100642,2025-02-02,Home Care,3,"1,234.50",10,Transfer,False,Email
O900745,C100645,2025/12/14,Personal Care,2,29.57,5,COD,False,Paid Search
O900746,C100645,2025-03-23,Supplements,3,65.23,0,Card,False,Influencer
O900747,C100645,2025-07-26,Supplements,4,71.55,20,Transfer,True,Paid Search
O900748,C100646,2025-03-03,Home Care,4,86.62,0,Wallet,False,Influencer
O900749,C100646,2024-07-24,Personal Care,4,61.93,20,Card,False,Influencer
O900750,C100646,"Feb 16, 2025",Beverages,3,23.21,5,Transfer,False,Paid Social
O900751,C100646,2025-11-20,Supplements,1,20.25,10,card,False,Paid Social
O900752,C100649,2025-06-19,Home Care,1,17.83,10,Wallet,True,Paid Social
O900753,C100651,2025-11-18,Home Care,4,77.24,15,Transfer,False,Direct
O900754,C100654,2025-12-18,Supplements,-1,47.46,5,Wallet,False,Direct
O900755,C100655,2024-10-24,Snacks,4,41.25,20,Transfer,False,Direct
O900756,C100655,2025-02-02,Supplements,4,87.05,5,Cash on Delivery,False,Paid Social
O900757,C100655,03-15-2024,Personal Care,2,41.38,0,Card,False,Affiliate
O900758,C100656,2025-08-07,Home Care,5,113.62,0,Card,False,Organic
O900759,C100657,2024-11-08,Personal Care,5,86.17,0,Transfer,False,Paid Search
O900760,C100657,2025-12-26,Home Care,2,31.15,20,Wallet,False,Organic
O900761,C100658,2025-05-15,Home Care,2,34.46,10%,Card,False,Paid Search
O900762,C100659,2025-08-12,Snacks,1,17.62,0,Card,False,Influencer
O900763,C100661,2024/12/15,Beverages,4,32.74,15,Wallet,False,Influencer
O900764,C100662,2025-10-10,Supplements,4,80.69,10,Transfer,False,Paid Search
O900765,C100663,03/02/2025,Supplements,1,21.69,0,Cash on Delivery,False,Influencer
O900766,C100664,14/10/2025,Baby,2,55.43,0,Card,False,Affiliate
O900767,C100664,2025-01-16,Baby,2,54.68,0,Cash on Delivery,False,Email
O900768,C100665,"Sep 24, 2024",Supplements,2,44.8,10,Transfer,False,Influencer
O900769,C100666,2025-07-16,Baby,3,67.62,20,Wallet,False,Direct
O900770,C100666,"Feb 03, 2025",Home Care,1,21.39,15,Cash on Delivery,False,Paid Social
O900771,C100668,12-27-2025,Beverages,2,13.65,0,Transfer,False,Direct
O900772,C100670,2025-09-03,Supplements ,4,32.85,5,Card,False,Paid Search
O900773,C100672,2025-04-04,Home Care,2,37.44,10,Transfer,False,Influencer
O900774,C100672,2025-04-09,Home Care,2,39.59,0,Card,False,Paid Social
O900775,C100672,2025-11-08,Personal Care,4,71.97,0,Wallet,False,Affiliate
O900776,C100675,2025-12-16,Beverages,2,16.15,10,Transfer,False,Paid Social
O900777,C100676,2025-07-18,Snacks,5,54.53,20,Wallet,True,Organic
O900778,C100676,2025-04-09,Beverages,1,12.43,0,Transfer,0,Email
O900779,C100678,2025-05-01,Supplements,1,21.55,5,Wallet,False,Direct
O900780,C100678,2025-02-18,Personal Care,2,41.09,0,Cash on Delivery,False,Influencer
O900781,C100678,2024-10-19,Supplements,5,97.91,20,Card,False,Paid Social
O900782,C100679,2024-11-12,Baby,3,68.43,20,Card,False,Affiliate
O900783,C100679,2025-03-26,Beverages,3,28.91,15,Wallet,False,Influencer
O900784,C100681,2025-06-05,Supplements,3,68.05,5,Wallet,N,Organic
O900785,C100681,2025-07-23,Supplements,3,USD 29.99,15,Cash on Delivery,False,Organic
O900786,C100683,2025-05-21,Beverages,3,24.61,20,Wallet,False,Organic
O900787,C100683,18/11/2024,Beverage,2,22.91,0,wallet ,False,Influencer
O900788,C100683,2025-10-24,Home Care,3,68.6,0,Transfer,False,Email
O900789,C100683,2025-03-10,Baby,4,108.93,0,Cash on Delivery,False,Organic
O900790,C100684,2025-01-29,Supplements,2,43.92,15,Wallet,False,Email
O900791,C100684,2025-09-19,Personal Care,4,68.5,5,Transfer,False,Organic
O900792,C100685,2024-11-23,Home Care,2,37.81,15,Wallet,False,Affiliate
O900793,C404404,2025-04-20,Personal Care,3,50.13,5,Transfer,False,Influencer
O900794,C100686,2025-02-01,Baby,3,77.45,10,Cash on Delivery,False,Influencer
O900795,C100687,2025-09-28,Supplements,2,43.39,20,Card,False,Influencer
O900796,C100687,01-16-2025,Personal Care,4,66.04,15,Cash on Delivery,False,Affiliate
O900797,C100687,2025-05-15,Beverages,3,23.23,15,Card,False,Paid Search
O900798,C100691,2025-04-29,Baby,2,56.07,5,Wallet,False,Direct
O900799,C100696,2025-06-30,Personal Care,3,52.25,0,Wallet,False,Affiliate
O900800,C100696,2025-10-17,Snacks,1,9.58,15,Cash on Delivery,False,Influencer
O900801,C100696,2025-06-19,Home Care,2,USD 29.99,20,Card,False,Email
O900802,C100697,2024-09-27,Snacks,4,46.8,5,Transfer,False,Paid Social
O900803,C100697,2024-10-01,Beverages,2,16.1,20,Card,False,Organic
O900804,C100697,2025-10-19,Personal Care,3,50.47,15,Card,False,Affiliate
O900805,C100700,2024-11-10,Personal Care,7,117.82,10,Cash on Delivery,False,Influencer
O900806,C100703,2025-10-29,Baby,2,53.24,5,Card,False,Direct
O900807,C100703,09-09-2024,Snacks,1,8.81,10,Cash on Delivery,False,Affiliate
O900808,C100703,2024/10/14,Personal Care,2,25.93,15,Card,True,Organic
O900809,C100705,"Nov 02, 2025",Baby,1,22.71,20,Cash on Delivery,False,Paid Social
O900810,C100706,2025-01-10,Baby,3,86.86,0,Cash on Delivery,False,Paid Search
O900811,C100706,2025-12-10,Home Care,1,16.31,15,Cash on Delivery,False,Affiliate
O900812,C100707,2025-09-19,Supplements,4,94.93,0,Cash on Delivery,False,Affiliate
O900813,C100707,2025-08-24,Beverages,2,17.04,15,Cash on Delivery,True,Email
O900814,C100707,05/10/2025,Beverages,3,30.31,0,Card,False,Direct
O900815,C100710,2025-03-10,Baby,3,82.88,0,Transfer,False,Influencer
O900816,C100711,2025-06-15,Snacks,2,26.69,0,Transfer,False,Direct
O900817,C404404,2025-05-31,Personal-Care,3,42.11,10,COD,False,Organic
O900818,C100712,2025-07-30,Snacks,2,26.37,0,Transfer,False,Affiliate
O900819,C100714,2024-10-26,Beverages,2,21.7,0,Card,False,Email
O900820,C100717,2025/04/03,Home Care,1,20.75,15,Cash on Delivery,False,Organic
O900821,C100717,2024-11-06,Supplements,3,72.3,0,Wallet,False,Direct
O900822,C100717,2024/12/29,Beverages,4,37.25,25,Cash on Delivery,False,Email
O900823,C100718,06/08/2025,Supplements,5,124.15,0,Card,False,Paid Search
O900824,C100719,2025-08-29,Home Care,2,46.08,0,Cash on Delivery,False,Affiliate
O900825,C100722,2025-01-23,Snacks,2,"1,234.50",5,Cash on Delivery,False,Paid Social
O900826,C100722,2025-09-01,Snacks,1,7.49,5,Transfer,False,Direct
O900827,C100724,2025/10/25,Supplements,4,74.61,15,Cash on Delivery,False,Affiliate
O900828,C100724,2025-10-17,Beverages,3,26.06,10,Cash on Delivery,False,organic 
O900829,C100726,01/03/2025,Personal Care,2,34.65,0,Cash on Delivery,False,affiliate 
O900830,C100726,2024-10-14,Supplements,3,59.77,15,Cash on Delivery,False,Organic
O900831,C100727,2024-11-24,Snacks,6,USD 29.99,5,Card,False,Email
O900832,C100728,2025-10-11,Snacks,3,40.91,5,Wallet,False,Affiliate
O900833,C100728,2025-09-27,Personal Care,1,14.81,10,Cash on Delivery,True,Direct
O900834,C100728,2025-10-06,Snacks,6,70.53,5,Wallet,False,Direct
O900835,C100728,2024-09-26,Home Care,2,47.95,0,Transfer,False,Paid Search
O900836,C100729,2024-09-04,Baby,4,90.79,20,Card,False,Email
O900837,C100729,2025-12-19,Baby,5,128.49,10,Transfer,False,Direct
O900838,C100729,2025-02-03,Supplements,3,64.23,10,Transfer,False,Email
O900839,C100732,2024/12/27,Supplements,5,87.9,20,Wallet,False,Paid Search
O900840,C100732,31/05/2025,Baby,5,132.9,5,Cash on Delivery,False,Organic
O900841,,2025-05-24,Baby,3,81.62,0,Cash on Delivery,False,Email
O900842,C100734,2024-10-30,Supplements,4,93.07,5,Cash on Delivery,False,Email
O900843,C100734,2025-01-27,Snacks,2,15.59,15,Cash on Delivery,False,Email
O900844,C100734,2025-01-13,Snacks,2,22.73,5,Transfer,False,Affiliate
O900845,C100735,2025/06/23,Personal Care,3,53.05,0,Card,False,Direct
O900846,C100735,2024-09-30,Home Care,2,38.99,5,Card,False,Paid Social
O900847,C100738,2025-03-24,Beverages,1,11.03,0,Cash on Delivery,False,Email
O900848,C100740,2025-05-03,Supplements,4,85.6,15,Cash on Delivery,False,Organic
O900849,C100740,2024-11-26,Home Care,3,57.58,20,Wallet,False,Organic
O900850,C100741,2024-05-25,Baby,4,101.56,10,Transfer,False,Direct
O900851,C100741,2024-06-08,Beverages,5,39.28,20,Transfer,False,Paid Social
O900852,C100741,2024-06-11,Personal Care,1,15.6,10,Transfer,False,Affiliate
O900853,C100743,2025-11-12,Snacks,4,39.43,20,Cash on Delivery,False,Email
O900854,C100745,"May 18, 2025",Home Care,5,111.03,5,Transfer,False,Email
O900855,C100745,2025-11-16,Beverages,5,42.54,10,Card,False,Influencer
O900856,C100747,2025-03-03,Supplements,5,94.16,20,wallet ,False,Organic
O900857,C100748,2025-01-14,Snacks,3,31.57,15,Wallet,False,Paid Social
O900858,C100748,2024-09-15,snacks,2,38.25,10,Transfer,False,Direct
O900859,C100749,2024-05-07,Snacks,1,12.02,5,Wallet,True,Paid Social
O900860,C100750,2025-03-10,Personal Care,3,45.52,10,Transfer,False,Organic
O900861,C100750,2024-12-08,Beverages,3,23.48,15,Card,False,Paid Search
O900862,C100750,2025-12-05,Home Care,4,81.67,0,Wallet,False,Affiliate
O900863,C100752,2025-09-04,Snacks,3,23.58,20,Transfer,False,Influencer
O900864,C100754,2025-02-19,Beverage,4,55.15,20,Card,False,Direct
O900865,C100754,2025-05-29,Supplements,3,67.38,15,Card,False,Affiliate
O900866,C100757,"Feb 04, 2025",Supplements,2,49.22,5,Cash on Delivery,False,Direct
O900867,C100759,10/06/2025,Home Care,3,68.82,0,Card,False,Influencer
O900868,C100763,05-11-2025,Snacks,3,34.2,5,Wallet,True,Paid Search
O900869,C100763,2024-11-07,Personal Care,2,29.78,10,Card,True,Paid Social
O900870,C100763,"Jun 27, 2024",Home Care,2,44.39,5,Cash on Delivery,False,Influencer
O900871,C100764,17/11/2025,Personal Care,2,26.69,20,Card,True,Influencer
O900872,C100765,2025-11-01,Personal Care,2,27.18,10,Wallet,False,Organic
O900873,C100766,2025-12-24,Supplements,1,20.92,0,Cash on Delivery,False,Affiliate
O900874,C100766,2025-05-14,Home Care,1,17.26,20,Card,False,Paid Search
O900875,C100767,2025-01-01,Snacks,4,33.74,20,Cash on Delivery,False,Direct
O900876,C100767,2025-09-17,Snacks,3,32.89,5,Wallet,False,Affiliate
O900877,C100767,2025-06-13,Supplements,3,67.18,0,Transfer,False,Influencer
O900878,C100768,2024-12-04,Beverages,1,9.52,5,Cash on Delivery,False,Email
O900879,C100768,2025-12-18,Snacks,6,68.27,0,Cash on Delivery,True,Email
O900880,C100768,2025/12/04,Supplements,4,76.41,20,Cash on Delivery,False,Paid Search
O900881,C100769,2024-11-21,Snacks,3,31.55,10%,Card,False,Organic
O900882,C100770,2025-10-22,Baby,1,27.88,0,Transfer,False,Email
O900883,C100772,2025-12-18,Supplements,3,61.36,15,Cash on Delivery,False,Paid Search
O900884,C100773,"Oct 09, 2025",Home Care,6,129.5,0,Wallet,False,Email
O900885,C100776,2025-07-12,Baby,3,83.58,0,Transfer,False,Influencer
O900886,C100777,2024-10-19,Snacks,3,35.37,0,Card,False,Direct
O900887,C100778,2025-03-22,Home Care,6,109.94,15,Wallet,False,Direct
O900888,C100778,2025-03-10,Supplements,4,100.31,5,Transfer,False,Direct
O900889,C100779,2025/04/27,Baby,5,132.81,5,Wallet,False,Organic
O900890,C100779,2025-11-24,Baby,3,63.19,20,Cash on Delivery,False,Email
O900891,C100780,2025-08-27,Supplements,2,54.29,0,Wallet,False,Affiliate
O900892,C100780,09/05/2025,Home Care,1,19.07,5,Transfer,False,Paid Search
O900893,C100781,2024-12-04,Personal Care,3,52.24,5,Card,False,Direct
O900894,C100782,"May 02, 2024",Home Care,3,64.92,0,Card,False,Direct
O900895,C100782,2024-07-27,Personal Care,7,107.4,15,Transfer,False,Affiliate
O900896,C100782,2024-06-25,Supplements,2,49.37,0,Card,False,Direct
O900897,C100783,"Apr 24, 2025",Supplements,3,63.07,10,Transfer,False,Organic
O900898,C100783,2025-04-04,Home Care,4,67.93,20,Transfer,False,Direct
O900899,C100783,2025-06-20,Personal Care,6,87.81,20,Wallet,False,Paid Social
O900900,C100783,2025-10-18,Supplements,4,76.67,20,Cash on Delivery,False,Email
O900901,C100784,2025-06-06,Home Care,4,91.92,0,Transfer,False,Influencer
O900902,C100787,2025-06-30,Snacks,2,27.64,10,Wallet,False,Direct
O900903,C100787,2025-05-15,Beverages,4,30.97,15,Cash on Delivery,False,Paid Search
O900904,C100789,2025-11-05,home care,2,43.16,15,Transfer,False,Paid Social
O900905,C404404,07-17-2024,Home Care,3,54.59,15,Wallet,False,Organic
O900906,C100791,2024-07-10,Snacks,2,21.58,20,Bank Transfer,False,Email
O900907,C100791,2024-07-08,Snacks,1,13.12,20,Transfer,False,Direct
O900908,C100791,2025-12-04,Home Care,6,115.42,15,Transfer,False,Influencer
O900909,C100791,2024-11-19,Baby,2,49.24,0,Cash on Delivery,False,Direct
O900910,C100793,2024-04-13,Personal Care,3,42.03,15,Wallet,False,Paid Social
O900911,C100793,2024-10-14,Snacks,4,47.94,5,Wallet,False,Organic
O900912,C100793,2024/03/17,Home Care,2,45.94,0,Card,False,Influencer
O900913,C100793,2024-09-26,Snacks,2,16.13,20,Card,False,Paid Social
O900914,C100795,2025-10-15,Home Care,1,20.07,20,Card,False,Paid Search
O900915,C100795,2024/10/15,Beverages,4,32.24,20,Bank Transfer,False,Paid Search
O900916,C100797,2024-12-19,Snacks,4,41.01,20,Wallet,False,Direct
O900917,C100799,2025-12-17,Snacks,2,20.99,15,Cash on Delivery,False,Paid Search
O900918,C100799,2025-12-01,Baby,1,24.92,5,Card,True,Email
O900919,C100801,2025-10-30,Supplements,1,17.25,20,Cash on Delivery,False,Direct
O900920,C100801,2025-11-15,Personal Care,3,50.16,10,Card,False,Affiliate
O900921,C100801,2025/01/29,Personal-Care,4,37.17,20,Transfer,False,Paid Social
O900922,C100802,2024-12-31,Personal Care,2,35.99,10,Wallet,False,Email
O900923,C100804,2025-12-29,Supplements,4,89.86,0,Cash on Delivery,False,Paid Search
O900924,C100805,2025-10-05,Baby,-1,52.94,10,Wallet,False,Organic
O900925,C100805,2025-09-13,Personal-Care,3,83.89,0,Wallet,False,Paid Social
O900926,C100806,2025-10-19,Supplements,2,48.39,0,Cash on Delivery,False,Direct
O900927,C100808,2025-11-16,Baby,3,66.06,15,Transfer,False,Paid Social
O900928,C100809,2025-11-15,Supplements,2,46.86,0,Wallet,False,Email
O900929,C100809,2025-07-03,Supplements,2,-12,20,Card,False,paid social
O900930,C100809,"Nov 07, 2025",Snacks,2,19.56,0,Cash on Delivery,False,Paid Search
O900931,C100809,2024-11-05,Baby,2,49.95,15,Card,False,Paid Search
O900932,C100815,2025-10-15,Snacks,1,11.61,0,Wallet,False,Paid Social
O900933,C100816,"Dec 12, 2025",Beverages,3,21.27,20,Wallet,False,Influencer
O900934,C100816,2025-11-28,Baby,3,62.7,20,Transfer,False,Direct
O900935,C100817,2024-02-21,Baby,3 ,74.42,15,Cash on Delivery,False,Email
O900936,C100817,2025-10-27,Baby,2,54.33,-5,Transfer,False,Email
O900937,C100817,2025-01-05,Supplements,3,-12,0,Transfer,False,Email
O900938,C100817,"Dec 12, 2024",Beverages,1,5.55,20,Card,False,Paid Search
O900939,C100817,2025-03-28,Baby,2,"1,234.50",0,Cash on Delivery,False,Direct
O900940,C100818,2025-06-21,home care,6,106.69,0,Cash on Delivery,False,Email
O900941,C100819,2025/04/19,Home Care,6,105.65,20,Wallet,False,Organic
O900942,C100819,2025-04-06,Beverages,2,18.12,20,Cash on Delivery,False,Paid Search
O900943,C100819,2025-10-18,Beverages,3,0,20,Wallet,False,Organic
O900944,C100819,2025-09-18,Baby,4,-12,15,Wallet,False,Organic
O900945,C100822,12-21-2025,Snacks,1,10.3,0,Transfer,False,Affiliate
O900946,C100822,2025-05-25,Baby,2,58.18,0,Wallet,False,Paid Social
O900947,C100822,2024-10-29,Snacks,2,,5,Bank Transfer,False,Affiliate
O900948,C100823,2025-05-22,Supplements,1,20.85,5,Cash on Delivery,False,search
O900949,C100823,2025-11-02,Home Care,2,45.42,0,Cash on Delivery,False,Email
O900950,C100824,"Oct 22, 2025",Beverages,1,10.48,0,Card,False,Affiliate
O900951,C100824,2025-07-16,Home Care,5,88.44,20,Wallet,False,Paid Social
O900952,C100825,2024-07-25,Personal Care,3,USD 29.99,-5,Card,False,Paid Social
O900953,C100826,2025-10-19,Supplements,4,88.88,5,Cash on Delivery,False,Organic
O900954,C100827,"Aug 07, 2025",Snacks,2,23.46,10,Wallet,False,Direct
O900955,C100830,2025-12-25,Personal Care,1,9.83,15,Cash on Delivery,Y,Influencer
O900956,C100831,2025-12-26,Snacks,3,29.03,20,Card,False,Paid Search
O900957,C100832,2025-08-25,Snacks,2,23.81,10,Transfer,False,Direct
O900958,C100833,2025-06-18,Beverages,4,36.28,0,Cash on Delivery,False,Direct
O900959,C100837,2025-04-04,Supplements,3,59.29,20,Card,False,search
O900960,C100842,2024-11-03,Home Care,2,39.32,15,Cash on Delivery,False,Email
O900961,C100844,2025-03-06,Beverages,2,21.77,5,Transfer,False,Paid Social
O900962,C100845,2025-10-16,Beverages,4,27.51,20,Card,False,Paid Search
O900963,C100847,24/05/2024,Snacks,4,40.18,15,Cash on Delivery,False,Influencer
O900964,C100847,2024-07-21,snacks,4,"1,234.50",15,Cash on Delivery,False,Email
O900965,C100847,2025-10-29,Baby,3,65.77,20,Transfer,False,Paid Search
O900966,C100848,2025-06-28,Baby,6,164.49,0,Cash on Delivery,False,Email
O900967,C100850,"Sep 26, 2025",Beverages,1,8.09,0,Wallet,1,organic 
O900968,C100850,2025-07-19,Home Care,2,32.45,20,Cash on Delivery,True,Influencer
O900969,C100850,2025-07-22,Baby,2,52.35,10,Cash on Delivery,False,Affiliate
O900970,C100851,2024-11-04,Beverages,3,21.17,20,Wallet,False,Influencer
O900971,C100852,2025-01-19,Beverages,4,36.77,0,Transfer,False,Paid Social
O900972,C100852,2025-04-08,Personal Care,2,32.46,20,Transfer,False,Email
O900973,C100852,"Nov 22, 2025",Snacks,4,37.58,20,Card,False,Direct
O900974,C100854,2024-11-03,Supplements,2,43.76,0,Transfer,False,Email
O900975,C100855,2025-04-08,Beverages,0,8.82,0,Card,False,Email
O900976,C100856,2025-03-08,Snacks,4,40.21,20,Card,False,organic 
O900977,C100859,2025-11-29,Home Care,3,53.1,15,Card,False,Paid Social
O900978,C100859,2025-11-14,Baby,2,43.43,20,Card,False,Email
O900979,C100859,2025-10-20,Baby,3,75.14,5,Card,False,Paid Social
O900980,C100859,2025-07-29,Snacks,4,39.01,15,Wallet,False,Influencer
O900981,C100860,2025-08-07,Baby,3,79.08,0,Cash on Delivery,False,Influencer
O900982,C100862,2025-08-05,Snacks,5,45.11,20,Wallet,False,Organic
O900983,C100863,2025-04-03,Snacks,3,29.5,20,Card,False,Organic
O900984,C100863,2025-07-18,Beverages,2,18.68,0,Card,False,Organic
O900985,C100864,2024-12-26,Supplements,1,19.93,0,Transfer,False,Influencer
O900986,C100864,2025-02-25,Home Care,2,39.43,15,Card,False,Influencer
O900987,C100866,11-27-2025,snacks,5,58.59,0,Wallet,False,Influencer
O900988,C100867,2024-11-24,Snacks,2,22.18,5,Card,False,Paid Search
O900989,C100867,2024-05-28,Personal Care,3,41.81,15,Wallet,False,Paid Search
O900990,C100867,2025-06-19,Personal Care,3,46.88,15,Wallet,False,Paid Social
O900991,C100867,2024-09-22,Beverages,3,22.32,15,Card,False,Paid Search
O900992,C404404,2024-02-24,Baby,4,112.16,0,Wallet,False,Direct
O900993,C100867,03-04-2024,Home Care,3,55.63,15,Cash on Delivery,False,Influencer
O900994,C100868,2024/06/07,Beverages,1,4.85,15,Wallet,False,Paid Search
O900995,C100869,2025-03-20,Supplements,2,43.69,15,Cash on Delivery,False,Paid Search
O900996,C100869,2024-07-01,Baby,5,111.46,20,Wallet,False,Email
O900997,C100869,2025-07-01,Home Care,3,67.17,0,Card,False,Paid Search
O900998,C100870,2025-04-13,Snacks,2,22.95,10,Wallet,False,search
O900999,C100871,10-27-2025,Personal Care,1,13.53,5,Wallet,False,Paid Social
O901000,C100872,2025-11-02,Supplements,1,18.55,10%,Transfer,False,Email
O901001,C100872,"Dec 22, 2024",Personal Care,3,47.56,10,Transfer,False,Paid Search
O901002,C100873,2024-10-11,Baby,2,53.25,10,Transfer,False,Email
O901003,C100874,2024/07/04,Snacks,2,20.71,0,Wallet,False,Paid Social
O901004,C100874,2024-12-16,Baby,3,73.6,15,Transfer,False,Paid Search
O901005,C100877,2024-03-18,Personal Care,2,33.87,5,Card,False,Organic
O901006,C100877,2024-09-24,Baby,4,99.9,10,Wallet,False,Direct
O901007,C100877,2024-05-27,Home Care,2,47.55,0,Bank Transfer,False,Paid Search
O901008,C100877,2024-07-20,Supplements,3,57.57,20,Wallet,False,Direct
O901009,C100878,2024-09-15,Home Care,3 ,40.39,20,Wallet,False,Direct
O901010,C100880,09/10/2025,Home Care,4,78.47,10,Cash on Delivery,Y,Direct
O901011,C100880,2025-02-25,Personal Care,3,44.62,20,Card,False,Paid Search
O901012,C100880,12-10-2025,Snacks,5,60.37,0,Wallet,False,Direct
O901013,C100880,2025-05-27,Home Care,4,79.36,5,Card,False,search
O901014,C100882,2024-07-26,Personal Care,1,$45.20,20,cash,False,Email
O901015,C100882,2024-08-09,Supplements,5,119.18,0,Cash on Delivery,True,Paid Social
O901016,C100885,2025-08-29,Snacks,2,23.49,10,Cash on Delivery,False,Affiliate
O901017,C100886,2025-12-20,Supplements,3,58.28,20,Card,False,Influencer
O901018,C100886,2025-12-03,Baby,0,23.87,10,Transfer,False,Paid Search
O901019,C404404,2024-11-05,Supplements,3,56.11,15,Cash on Delivery,False,Direct
O901020,C100887,2024-09-13,Personal Care,6,88.79,20,Cash on Delivery,False,Organic
O901021,C100888,2025-04-18,Snacks,4,48.61,0,Transfer,False,Email
O901022,C100888,2025-04-25,Home Care,4,72.6,20,Transfer,False,Paid Search
O901023,C100890,2024-12-04,Supplements,4,89.57,5,Transfer,False,Direct
O901024,C100890,2025/01/13,Personal Care,2,33.63,15,Card,False,Organic
O901025,C100891,"Jul 24, 2025",Supplements,3,75.28,0,Cash on Delivery,False,Organic
O901026,C100895,2025-12-01,Beverages,1,7.49,0,card,False,Paid Social
O901027,C100897,2025-12-15,Beverages,4,25.13,20,Card,True,Direct
O901028,C100898,27/05/2025,Home Care,2,46.96,0,Transfer,False,Email
O901029,C100899,2025-06-27,Baby,3 ,"1,234.50",0,Card,False,Affiliate
O901030,C100899,2025-04-03,Beverages,2,17.8,15,Cash on Delivery,False,Direct
O901031,C100902,2025-08-11,Home Care,2,49.44,5,Cash on Delivery,False,Influencer
O901032,C100903,2025-04-20,Home Care,1,$45.20,0,Wallet,False,Influencer
O901033,C100903,2025/05/23,Snacks,3,36.06,0,Wallet,False,Affiliate
O901034,C100903,2025-12-08,Personal Care,6,107.79,0,Cash on Delivery,False,Email
O901035,C100905,2025-02-24,Supplements,3,59.66,15,Cash on Delivery,False,Influencer
O901036,C100905,05/03/2025,home care,2,20.16,0,Wallet,False,Affiliate
O901037,C100905,2025-02-12,Snacks,1,9.05,20,Transfer,True,Paid Search
O901038,C100907,2025-08-06,Baby,2,45.65,15,Cash on Delivery,False,search
O901039,C100907,2025-12-04,Personal Care,2,39.1,0,Card,False,Direct
O901040,C100908,10/07/2025,Snacks,2,26.76,5,Cash on Delivery,False,Email
O901041,C100909,2025-09-22,Supplements,2,42.94,10,Wallet,False,Influencer
O901042,C100909,"Oct 11, 2025",Personal Care,3,-12,5,Wallet,False,Influencer
O901043,C100911,2025-05-08,Supplements,-1,48.52,0,Wallet,False,Paid Search
O901044,C100912,2025-12-26,Supplements,2,52.8,0,Transfer,False,Affiliate
O901045,C100913,2025-12-06,Snacks,3,37.77,0,Wallet,False,Direct
O901046,C100913,2025-12-02,Snacks,4,50.11,0,Wallet,True,Direct
O901047,C100914,2025-07-27,Snacks,3,34.63,5,Transfer,False,Affiliate
O901048,C100914,17/01/2025,Snacks,1,11.86,10,cash,False,Influencer
O901049,C100914,"Nov 26, 2025",Supplements,3,66.3,0,Cash on Delivery,False,Organic
O901050,C100915,2025-10-28,Supplements,4,85.03,10,Cash on Delivery,False,Direct
O901051,C100916,2024-05-14,Home Care,4,69.42,20,Wallet,False,Paid Search
O901052,C100916,2025-07-28,Supplements,3,74.66,0,Cash on Delivery,False,Direct
O901053,C100916,03/11/2024,Supplements,3,75.39,0,Wallet,False,Organic
O901054,C100917,2025-06-26,Personal Care,4,67.59,15,Transfer,False,Direct
O901055,C100917,2025-11-26,Supplements,4,97.19,0,Cash on Delivery,False,Direct
O901056,C100917,2025-02-05,Baby,3,75.65,10,Wallet,False,Paid Social
O901057,C100918,11-02-2024,Baby,5,108.49,20,Cash on Delivery,False,Direct
O901058,C100919,2025-07-15,Beverages,2,17.11,0,Card,False,Influencer
O901059,C100920,"May 09, 2025",Beverages,2,16.93,20,Cash on Delivery,False,Paid Search
O901060,C100921,2025-02-22,Home Care,4,88.62,0,Card,False,Paid Social
O901061,C100924,2025-02-28,Beverages,4,25.7,5,Card,False,search
O901062,C100924,2025-11-09,Home Care,2,38.53,10,Cash on Delivery,False,Paid Search
O901063,C100924,2025-11-13,Supplements,2,46.42,5,Transfer,False,Paid Social
