lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd
L501313,C102253,MKT2009,2025-03-31,Creator,/landing-b,10,17,South West,No,,24.15
L501314,C10012,MKT2003,"Feb 04, 2025",CRM,/quiz,5,53,South West,Yes,2025-02-20,1.0
L501315,C100072,MKT2011,2025-04-17,CRM,/bundle-offer,5,67,North Central,No,,7
L501316,C100267,MKT2010,2025-05-02,Google,/quiz,20,62,North Central,No,,7.76
L501317,C100973,MKT2018,2025-07-21,Meta,/landing-a,20,48,South West,Yes,2025-08-05,13.87
L501318,C102337,MKT2017,15/07/2025,Meta,/promo-summer,0,42,North Central,No,,18.05
L501319,C100030,MKT2016,2025-06-05,CRM,/landing-a,15,46,South West,No,,3
L501320,C101161,MKT2035,2025-11-16,Google,/landing-b,10,64,South West,Yes,2025-12-11,18.19
L501321,C101844,MKT2000,2025-05-09,Meta,/landing-a,20,32,North Central,No,,19.94
L501322,C102145,MKT2014,2025/10/28,Google,/promo-summer,20,59,South West,Yes,2025-11-10,20.25
L501323,C100271,MKT2007,2025-03-09,Creator,/quiz,10,28,South West,No,,24.42
L501324,C102237,MKT2008,"Mar 29, 2025",Meta,/landing-b,15,high,South West,Yes,2025-04-21,USD 14.06
L501325,C100495,MKT2026,08-31-2025,Google,/landing-b,0,29,South South,No,,USD 16.26
L501326,C101019,MKT2000,2025-05-10,Meta,/promo-summer,10,36,North Central,No,,$16.15
L501327,C102332,MKT2019,2025/07/20,Meta,/landing-a,5,28,North Central,No,,16.23
L501328,C101477,MKT2004,2025-09-03,Partner,/quiz,15,53,South South,No,,7.86
L501329,C101223,MKT2018,2025-07-31,Meta,/new-arrivals,10,48,South East,No,,20.19
L501330,C100332,MKT2013,2025-03-03,Meta,/bundle-offer,0,25,South West,No,,17.42
L501331,C100651,MKT2032,2025-10-26,Google,/landing-b,10,47,South East,Yes,2025-11-09,$29.03
L501332,C101931,MKT2004,2025-09-03,Partner,/bundle-offer,15,25,North Central,No,,11
L501333,C100262,MKT2000,2025/05/27,Meta,/promo-summer,15,25,North Cntrl,No,,18.11
L501334,C100831,MKT2016,2025-06-04,CRM,/landing-a,15,55,North Central,No,,6.09
L501335,C101443,MKT2025,2025-09-18,Meta,/quiz,10,30,South West,No,,12.25
L501336,C102054,MKT2028,2025-09-21,Google,/bundle-offer,10,24,North West,Yes,2025-10-06,19
L501337,C101226,MKT2022,"Aug 18, 2025",CRM,/quiz,0,30,North West,Yes,2025-09-05,3.69
L501338,C102382,MKT2005,2025-03-06,Meta,/landing-b,0,37,South West,No,,15.1
L501339,C101876,MKT2031,2025-10-13,Meta,/promo-summer,20,22,South South,Yes,2025-10-14,14.89
L501340,C10012,MKT2017,2025-06-25,Meta,/new-arrivals,20,14,South West,No,,15.76
L501341,C100442,MKT2030,2025-01-17,Programmatic,/bundle-offer,10,22,North Central,1,,8.39
L501342,C102027,MKT2001,2025-02-10,Google,/quiz,10,37,South West,No,,18.03
L501343,C100128,MKT2020,2025-07-21,CRM,/new-arrivals,0,31,South South,No,,USD 1.20
L501344,C100144,MKT2002,2025-01-26,Google,/landing-b,0,50,South East,Yes,2025-02-01,21.0
L501345,C101023,MKT2018,2025-06-26,Meta,/promo-summer,10,45,North Central,Yes,"Jul 25, 2025",8.1
L501346,C100560,MKT2023,2025-08-18,email,/new-arrivals,5,34,South South,No,,6.94
L501347,C100313,MKT2011,2025-04-17,CRM,/bundle-offer,10,47,South East,No,,4.24
L501348,C102159,MKT2015,2025-06-08,Google,/promo-summer,10,21,South East,No,,15.29
L501349,C101726,MKT2021,2025-12-08,Partner,/quiz,0,9,North West,No,,10
L501350,C101292,MKT2024,"Aug 28, 2025",Creator,/landing-b,0,50,South South,No,,23.39
L501351,C100585,MKT2023,2025/08/16,CRM,/quiz,5,6,South South,No,,4.03
L501352,C101938,MKT2023,2025-08-07,CRM,/quiz,0,67,South West,Yes,2025-08-12,1.0
L501353,C100226,MKT2035,2025-11-25,Google,/quiz,20,55,South West,No,,$20.61
L501354,C101496,MKT2012,2025-06-06,Partner,/promo-summer,5,37,South East,No,,17.82
L501355,C100177,MKT2029,2025-10-17,Google,/landing-a,20,40,South South,No,,17.58
L501356,C101637,MKT2010,2025-04-08,Google,/bundle-offer,0,15,South East,Yes,2025-04-19,21
L501357,C101442,MKT2011,2025-05-04,CRM,/landing-a,5,8,North West,No,,2.7
L501358,C100794,MKT2005,2025-02-25,Meta,/new-arrivals,15,24,South South,No,,7.94
L501359,C101325,MKT2016,2025-06-14,CRM,/quiz,5,18,North West,No,,USD 1.00
L501360,C102052,MKT2035,2025-11-29,Google,/bundle-offer,10,29,South West,No,,18.9
L501361,C100218,MKT2017,2025-06-06,Meta,/landing-b,10,47,North West,No,,7.32
L501362,C101388,MKT2008,2025-04-09,Meta,/quiz,5,44,North Central,Yes,2025/04/16,15.15
L501363,C100918,MKT2015,2025-06-06,Google,/promo-summer,15,30,North Central,No,,22
L501364,C101354,MKT2012,2025/05/11,Partner,/landing-b,0,59,South West,Yes,2025-05-31,13.24
L501365,C102070,MKT2000,2025-05-31,Meta,/bundle-offer,10,38,South West,No,,6.02
L501366,C101832,MKT2019,2025-08-15,Meta,/quiz,15,42,South East,Yes,2025-08-17,15.93
L501367,C100794,MKT2008,2025-04-04,Meta,/new-arrivals,20,12,South South,No,,7.94
L501368,C101382,MKT2017,2025-07-10,Meta,/quiz,15,5,South South,Yes,"Jul 30, 2025",4.85
L501369,C100451,MKT2015,2025-06-12,Google,/bundle-offer,15,15,North Central,No,,14.01
L501370,C100367,MKT2029,2025-10-23,Google,/quiz,0,23,South West,No,,18.42
L501371,C101103,MKT2027,2025-05-20,Google,/landing-a,10,83,South West,Yes,2025-06-13,12.02
L501372,C100166,MKT2034,2025-08-03,Meta,/new-arrivals,10,39,South South,Yes,2025-08-18,USD 15.75
L501373,C100781,MKT2012,2025-06-10,Partner,/bundle-offer,0,30,North West,No,,7.26
L501374,C100710,MKT2021,2025/12/07,Partner,/bundle-offer,15,48,North Central,No,,6.65
L501375,C101913,,02-09-2025,CRM,/landing-b,15,41,South South,Yes,2025-03-05,USD 2.69
L501376,C100295,MKT2033,2025-11-05,Programmatic,/quiz,15,29,South West,No,,10.86
L501377,C100061,MKT2001,2025-01-26,Google,/landing-a,5,22,North West,No,,6.98
L501378,C101045,MKT2028,2025-09-24,Google,/promo-summer,15,56,South West,No,,17.12
L501379,C100086,MKT2031,2025-10-29,Meta,/bundle-offer,10,35,South West,No,,16.44
L501380,C101253,MKT2014,2025-10-08,Google,/bundle-offer,5,57,South South,Yes,2025-11-06,USD 21.61
L501381,C100716,MKT2014,10-17-2025,Google,/promo-summer,10,21,South East,No,,23.05
L501382,C101120,MKT2003,2025-02-05,CRM,/landing-b,10,49,South West,No,,4.7
L501383,C101064,MKT2008,03-20-2025,Meta,/landing-a,5,27,North West,No,,18.07
L501384,C101442,MKT2032,2025/10/28,Google,/bundle-offer,0,33,North West,No,,18.31
L501385,C101702,MKT2003,2025-02-08,CRM,/landing-a,20,40,South South,No,,10.59
L501386,C102019,MKT2016,2025-06-10,CRM,/landing-b,5,41,South West,No,,$10.18
L501387,C101680,MKT2031,"Nov 08, 2025",Meta,/landing-b,5,22,North Central,Yes,2025-11-29,8.66
L501388,C101413,MKT2001,2025-02-17,Google,/bundle-offer,5,,South West,Yes,2025-03-10,21.96
L501389,C101403,MKT2006,2025-02-27,Meta,/bundle-offer,0,27,South South,Yes,2025-03-06,USD 16.14
L501390,C100728,MKT2005,2025-02-28,Meta,/promo-summer,20,19,South South,No,,11.64
L501391,C100281,MKT2026,2025/09/22,Google,/bundle-offer,5,44,South South,No,,23.71
L501392,C100942,MKT2015,"May 19, 2025",Google,/landing-b,15,67,North Central,No,,20.77
L501393,C100997,MKT2018,2025-07-24,Meta,/new-arrivals,5,?,South South,No,,7.26
L501394,C101838,MKT2004,2025-09-03,Partner,/promo-summer,0,19,South West,No,,11.43
L501395,C100347,MKT2016,2025-06-08,CRM,/landing-b,0,32,South West,Yes,2025-06-19,2.69
L501396,C101079,MKT2023,2025-08-02,CRM,/promo-summer,10,45,South West,No,,10.81
L501397,C100800,MKT2003,"Feb 13, 2025",CRM,/new-arrivals,5,37,North Central,No,,2.28
L501398,C100044,MKT2028,2025-10-11,Google,/bundle-offer,10,61,South West,No,,$23.06
L501399,C100467,MKT2023,2025-08-01,CRM,/quiz,5,42,South South,No,,1.0
L501400,C102050,MKT2032,11-04-2025,Google,/promo-summer,10,58,South West,Yes,19/11/2025,18.29
L501401,C101855,MKT2000,"May 22, 2025",Meta,/promo-summer,0,31,South South,No,,16.03
L501402,C100836,MKT2019,2025/07/10,Meta,/landing-b,10,61,South West,No,,12.93
L501403,C100511,MKT2021,2025-12-14,Partner,/promo-summer,0,54,North Central,Yes,2025-12-15,10.95
L501404,C100879,MKT2027,2025-05-01,Google,/promo-summer,10,12,South West,No,,15.95
L501405,C101449,MKT2006,03-03-2025,partner,/landing-b,10,,South West,No,,20.39
L501406,C101846,MKT2024,2025-09-08,Creator,/quiz,5,37,South South,Yes,2025-09-19,$22.67
L501407,C100215,MKT2031,2025-10-13,Meta,/landing-b,0,51,South South,Yes,2025-11-02,10.06
L501408,C101348,MKT2034,2025-08-09,Meta,/landing-a,10,12,South West,No,,9.0
L501409,C101547,MKT2015,2025-06-03,Google,/new-arrivals,0,44,North West,No,,20.95
L501410,C101621,MKT2007,2025-03-29,Creator,/new-arrivals,0,45,North Central,Yes,"Apr 06, 2025",21.63
L501411,C100543,MKT2001,2025-02-04,Google,/quiz,0,27,South West,No,,19.77
L501412,C101755,MKT2012,2025-05-01,Partner,/landing-a,10,22,South West,No,,15.22
L501413,C102356,MKT2013,2025-02-18,Meta,/landing-b,20,26,North Central,Yes,02-21-2025,18.89
L501414,C100838,MKT2028,2025/09/22,Google,/quiz,20,35,South South,Yes,2025-09-26,16.76
L501415,C101929,MKT2027,2025-04-15,Google,/bundle-offer,10,78,South West,Yes,2025-04-30,$21.34
L501416,C101243,MKT2028,2025/09/28,Google,/quiz,5,61,North West,No,,18.1
L501417,C100964,MKT2003,2025-02-06,CRM,/bundle-offer,20,48,South West,False,2025-02-06,$1.95
L501418,C101156,MKT2034,2025-10-14,Meta,/promo-summer,10,19,North West,No,,13.48
L501419,C102306,MKT2019,2025-07-06,Meta,/landing-a,10,32,South West,No,,14.96
L501420,C102208,MKT2004,2025-09-02,Partner,/quiz,15,39,South South,No,,10.86
L501421,C101424,MKT2006,2025-03-06,Meta,/new-arrivals,10,34,South West,No,,$19.88
L501422,C101694,MKT2029,2025-10-13,Google,/new-arrivals,0,29,South South,No,,$19.12
L501423,C101150,MKT2004,2025-09-02,Partner,/landing-a,20,34,North Central,No,,13.32
L501424,C101285,MKT2002,2025-02-11,Google,/landing-b,5,41,South West,No,,21.06
L501425,C100350,MKT2035,2025-11-20,Google,/new-arrivals,10,26,North West,No,,13.87
L501426,C101342,MKT2017,2025/07/10,Meta,/bundle-offer,0,16,South South,Yes,2025-08-08,USD 20.59
L501427,C102213,MKT2024,2025-09-01,Creator,/quiz,20,26,South South,No,,18
L501428,C100839,MKT2018,2025-08-14,Meta,/bundle-offer,5,26,North Central,No,,18.17
L501429,C100329,MKT2026,2025/09/14,Google,/landing-a,20,15,North Central,No,,20.99
L501430,C101920,MKT2024,2025-08-09,Creator,/quiz,0,29,South West,No,,23.47
L501431,C101130,MKT2024,2025-08-19,Creator,/promo-summer,0,26,South South,No,,17
L501432,C100127,MKT2004,2025-09-03,Partner,/landing-a,15,24,North West,No,,USD 18.02
L501433,C100266,MKT2032,2025-11-15,Google,/landing-b,0,55,South East,No,,23.55
L501434,C100528,MKT2027,2025-04-30,Google,/landing-a,0,49,North Central,Yes,2025-05-22,15.92
L501435,C101969,MKT2032,"Oct 21, 2025",Google,/promo-summer,10,25,North West,No,,12.64
L501436,C101717,MKT2028,09-29-2025,Google,/quiz,10,39,North West,No,,20.0
L501437,C101494,MKT2031,2025-10-26,Meta,/new-arrivals,5,84,South West,Yes,"Nov 08, 2025",$11.04
L501438,C101606,MKT2014,2025-10-22,Google,/new-arrivals,10,40,South West,No,,24.0
L501439,C101004,MKT2034,2025-08-19,Meta,/quiz,0,22,North Central,No,,24.27
L501440,C101564,MKT2023,2025-08-22,CRM,/promo-summer,20,27,North Cntrl,Yes,2025-08-29,6.94
L501441,C100791,,2025-04-09,Google,/landing-b,15,13,North Central,No,,$21.61
L501442,,MKT2029,2025-10-29,Google,/promo-summer,5,19,North West,No,,20.36
L501443,C102218,MKT2013,2025/05/09,Meta,/bundle-offer,10,30,South West,No,,13.2
L501444,C100228,MKT2035,11-15-2025,Google,/quiz,10,28,North West,N,,15.73
L501445,C100124,MKT2027,2025/04/12,Google,/new-arrivals,10,49,South East,No,,19.24
L501446,C100628,MKT2033,2025-11-28,creator ,/landing-b,10,46,North Central,N,2025-12-25,6.85
L501447,C102095,MKT2004,2025-09-02,Partner,/landing-b,10,58,North Central,Yes,"Sep 06, 2025",5.56
L501448,C100926,MKT2009,"Apr 26, 2025",Creator,/promo-summer,0,26,North West,No,,25.89
L501449,C101490,MKT2008,2025/04/18,Meta,/promo-summer,10,43,North Central,Yes,2025-05-04,19.35
L501450,C100940,MKT2004,09-03-2025,Partner,/bundle-offer,5,57,South South,Yes,2025-09-05,15.38
L501451,C101038,MKT2011,2025-04-20,CRM,/quiz,0,27,South West,No,,4.06
L501452,C100539,MKT2015,2025-06-08,Google,/landing-a,5,50,South East,Yes,2025-06-11,20.38
L501453,C100253,MKT2014,2025-11-08,Google,/promo-summer,10,12,North Central,No,,20.5
L501454,C101274,MKT2023,2025-08-12,CRM,/new-arrivals,0,69,South West,Yes,2025-08-14,7
L501455,C101837,MKT2025,2025-09-07,Meta,/bundle-offer,0,25,South East,Yes,2025-09-14,19.79
L501456,C101788,MKT2012,2025-04-29,Partner,/quiz,0,25,North West,No,,11.93
L501457,C101392,MKT2035,2025-11-26,Google,/new-arrivals,10%,57,South South,No,,$20.12
L501458,C101757,MKT2029,2025-10-22,Google,/landing-b,10,52,South West,Yes,2025-11-13,24.83
L501459,C101305,MKT2015,2025-06-11,Google,/quiz,0,56,North Central,1,,15.23
L501460,C100949,MKT2010,2025-04-23,Google,/landing-b,20,57,South West,Yes,2025-05-13,15.09
L501461,C100081,MKT2001,2025-01-26,Google,/landing-a,0,57,South South,0,,$24.95
L501462,C101128,MKT2035,2025-12-14,Google,/quiz,20,70,South West,No,,20.44
L501463,C100620,MKT2000,2025/05/02,Meta,/landing-a,5,35,South South,No,,$10.92
L501464,C101481,MKT2022,2025/08/15,CRM,/new-arrivals,5,36,South South,No,,$2.29
L501465,C101633,MKT2005,2025-03-13,Meta,/quiz,0,8,South East,No,,7.43
L501466,C100429,MKT2026,2025-09-01,Google,/landing-b,0,28,North Central,No,,20
L501467,C100730,MKT2032,2025-11-09,Google,/landing-a,15,54,South South,No,,19.94
L501468,C101824,MKT2004,2025-09-02,Partner,/landing-b,15,22,South South,No,,$8.73
L501469,C100930,MKT2009,2025-04-15,Creator,/landing-a,5,14,South South,Yes,15/04/2025,$22.94
L501470,C102267,MKT2021,2026-01-02,Partner,/new-arrivals,10,25,South South,No,,7.46
L501471,C101503,MKT2016,2025-06-01,CRM,/quiz,5,23,South South,No,,10.35
L501472,C100988,MKT2026,09-21-2025,Google,/quiz,0,61,South South,No,,18.61
L501473,C101404,MKT2027,2025/04/26,Google,/bundle-offer,10,67,South West,Yes,2025-05-12,25.14
L501474,C100735,MKT2019,2025-07-19,Meta,/quiz,0,38,South West,No,,18.76
L501475,C102354,MKT2020,2025/05/12,CRM,/bundle-offer,5,26,South East,No,,8
L501476,C101881,MKT2020,2025-03-30,CRM,/new-arrivals,10,46,South South,Yes,2025/04/09,7.33
L501477,C102163,MKT2004,2025-09-02,Partner,/quiz,10,14,South West,No,,11.08
L501478,C101790,MKT2026,2025-09-23,Google,/landing-a,0,28,South South,No,,19.47
L501479,C100947,MKT2010,2025-04-11,Google,/new-arrivals,5,30,South South,Yes,2025/04/18,$12.77
L501480,C102216,MKT2001,2025-02-18,Google,/promo-summer,0,12,North West,No,,13.53
L501481,C101843,MKT2032,2025-10-22,Google,/bundle-offer,15,27,South South,No,,20.43
L501482,C101815,MKT2023,2025-08-19,CRM,/promo-summer,0,38,South South,No,,$4.96
L501483,C10012,MKT2023,2025/08/14,CRM,/bundle-offer,10,74,South East,Yes,2025-09-09,10.3
L501484,C101152,MKT2020,2025-07-05,CRM,/quiz,10,44,South-West,No,,7.39
L501485,C101684,MKT2011,16/04/2025,CRM,/promo-summer,0,40,South South,Yes,2025-05-11,USD 5.29
L501486,C100124,MKT2005,2025-03-15,Meta,/bundle-offer,20,22,South East,Yes,2025-03-18,17.11
L501487,C101457,MKT2008,2025/04/15,Meta,/new-arrivals,0,29,South South,Yes,2025-04-28,$3.26
L501488,C100270,MKT2028,2025-09-26,Google,/landing-b,0,52,North Central,No,,20.46
L501489,C101999,MKT2026,23/09/2025,Google,/landing-a,15,15,North West,No,,24.57
L501490,C102278,MKT2023,2025-08-07,CRM,/landing-b,0,40,North West,No,,5.6
L501491,C100248,MKT2008,2025-03-17,Meta,/quiz,10,63,South South,Yes,03-24-2025,11.59
L501492,C102317,MKT2020,2025-07-13,CRM,/landing-b,15,30,South East,Yes,2025-07-16,2.92
L501493,C101062,MKT2009,2025-04-09,Creator,/bundle-offer,10,16,North Central,No,,$23.10
L501494,C102383,MKT2022,2025-08-08,CRM,/new-arrivals,5,31,South East,No,,2.52
L501495,C100049,MKT2031,2025-11-07,Meta,/promo-summer,10,30,North West,No,,18
L501496,C102158,MKT2035,2025-12-06,Google,/new-arrivals,15,27,North Central,No,,USD 19.19
L501497,C100674,MKT2020,2025-05-29,CRM,/landing-a,20,21,South South,Yes,2025-05-29,7.13
L501498,C102377,MKT2028,2025-09-21,Google,/landing-a,10,30,North West,No,,$15.89
L501499,C100392,MKT2012,2025-05-03,Partner,/landing-a,15,61,South South,No,,15.32
L501500,C101256,MKT2014,2025-10-31,Google,/quiz,0,45,South West,No,,22.94
L501501,C100770,MKT2024,2025-08-15,Creator,/landing-a,5,48,North West,Yes,2025-08-21,29.07
L501502,C102237,MKT2027,2025-04-18,Google,/landing-a,10,66,South West,No,,18.25
L501503,C101347,MKT2008,2025-04-02,Meta,/bundle-offer,5,58,South West,Yes,2025-05-01,USD 9.26
L501504,C102118,MKT2011,2025-05-01,CRM,/bundle-offer,15,29,South South,Yes,2025-05-15,14.7
L501505,C101087,MKT2016,2025-06-01,CRM,/bundle-offer,5,60,South South,No,,6.97
L501506,C100482,MKT2030,2025-02-07,Programmatic,/landing-a,0,55,South West,Yes,2025-02-12,13.91
L501507,C102078,MKT2023,2025-08-11,CRM,/promo-summer,10,34,South West,Yes,2025-09-08,10.77
L501508,C101670,MKT2014,2025-10-28,Google,/promo-summer,5,72,South West,Yes,2025-11-09,22.31
L501509,C101124,MKT2012,2025-06-13,Partner,/bundle-offer,20,35,North West,Yes,2025-06-25,12.62
L501510,C101303,MKT2035,2025-12-15,Google,/promo-summer,10,51,South South,No,,17.42
L501511,C100772,MKT2026,2025-09-18,Google,/quiz,0,64,South West,No,,16.97
L501512,C100970,MKT2005,2025-03-16,Meta,/bundle-offer,15,40,South East,No,,USD 21.40
L501513,C101201,MKT2035,2025-11-26,Google,/bundle-offer,10,41,North West,Yes,2025-12-17,13.05
L501514,C101929,MKT2006,2025-03-05,Meta,/bundle-offer,10,36,South West,Yes,2025-03-31,22
L501515,C102398,MKT2034,2025-07-15,Meta,/bundle-offer,0,21,North Central,No,,11.35
L501516,C100764,MKT2030,2025-02-08,Programmatic,/landing-a,10,18,South East,Yes,02-27-2025,7.29
L501517,C101756,MKT2030,2025-01-14,Programmatic,/landing-b,0,54,South West,No,,7
L501518,C100201,MKT2025,2025-09-07,Meta,/landing-a,15,34,South West,No,,USD 17.24
L501519,C100088,MKT2026,2025/09/11,Google,/landing-b,0,29,North Central,No,,14.58
L501520,C101348,MKT2008,2025-04-13,Meta,/new-arrivals,0,10,South West,No,,21.27
L501521,C102088,MKT2002,2025-02-07,Google,/promo-summer,0,27,South East,No,,$19.09
L501522,C101715,MKT2016,2025-05-31,CRM,/bundle-offer,20,25,North West,No,,1.0
L501523,C100482,MKT2029,2025-10-27,Google,/bundle-offer,10,27,South West,No,,14.94
L501524,C101802,MKT2007,2025-03-23,Creator,/bundle-offer,5,45,North West,No,,18.64
L501525,C102373,MKT2002,2025-02-13,Google,/landing-b,15,31,North Central,Yes,2025-03-10,16.58
L501526,C100552,MKT2029,2025-09-25,Google,/landing-b,15,46,North Central,No,,21.99
L501527,C100413,MKT2035,2025-11-22,Google,/new-arrivals,10,68,South South,Yes,2025-11-22,21.47
L501528,C100871,MKT2013,2025-02-16,Meta,/bundle-offer,10,62,South West,No,,21.48
L501529,C100454,MKT2022,2025-07-26,CRM,/landing-b,20,57,South East,No,,7.43
L501530,C101328,MKT2001,2025-02-09,Google,/promo-summer,0,27,South West,No,,$16.21
L501531,C101927,MKT2024,2025/09/08,Creator,/bundle-offer,10,78,North Central,No,,17.66
L501532,C100080,MKT2022,2025-07-23,CRM,/bundle-offer,20,31,South West,No,,11.48
L501533,C101302,MKT2017,2025-07-03,Meta,/new-arrivals,20,36,North Central,No,,12.52
L501534,C101497,MKT2017,2025-06-28,Meta,/landing-a,20,36,South East,Yes,,14
L501535,C100899,MKT2018,2025-07-23,Meta,/new-arrivals,15,39,South South,No,,12.86
L501536,C100864,MKT2032,2025-10-31,Google,/landing-a,20,69,South South,Yes,2025-11-20,23.85
L501537,C100218,MKT2017,2025-06-26,Meta,/bundle-offer,5,27,North West,No,,13.57
L501538,C101900,MKT2032,2025-11-05,Google,/new-arrivals,10,39,North West,No,,$19.57
L501539,C100893,MKT2006,2025-03-06,Meta,/new-arrivals,20,45,North Cntrl,No,,$14.88
L501540,C100340,MKT2030,2025-01-29,Programmatic,/bundle-offer,10,20,South South,Yes,2025-02-16,14.74
L501541,C102337,MKT2009,2025-04-15,Creator,/bundle-offer,10,47,North Central,No,,15.81
L501542,C101449,MKT2018,2025-07-19,Meta,/landing-b,0,51,South West,No,,13.77
L501543,C102102,MKT2011,2025-04-18,CRM,/landing-b,20,49,North Central,No,,7.7
L501544,C100405,MKT2010,2025-05-16,Google,/landing-a,10,30,N Central,No,,20.13
L501545,C102042,MKT2014,2025-10-10,Google,/new-arrivals,10,28,South West,Yes,2025-10-27,12.83
L501546,C100166,MKT2023,2025-07-30,CRM,/bundle-offer,0,23,South South,No,,6.32
L501547,C101850,MKT2001,02-14-2025,Google,/quiz,10,17,North West,No,,20.81
L501548,C100255,MKT2001,2025-01-21,Google,/landing-b,10,23,North West,No,,16.13
L501549,C101301,MKT2013,"Apr 22, 2025",Meta,/quiz,10,5,North West,Yes,2025-04-27,14.24
L501550,C101870,MKT2034,2025-06-21,Meta,/new-arrivals,5,23,South West,Yes,2025-06-21,11.07
L501551,C101332,MKT2000,2025-05-21,Meta,/promo-summer,20,5,South South,No,,9.2
L501552,C102355,MKT2028,2025-10-02,Google,/promo-summer,0,22,S/South,Yes,10-06-2025,14.6
L501553,C102193,MKT2026,2025-09-14,Google,/landing-b,25,38,North Central,No,,19.56
L501554,C101260,MKT2016,2025-05-31,CRM,/landing-b,10,53,South West,Yes,2025-06-05,4.31
L501555,C101806,MKT2016,2025/06/10,CRM,/promo-summer,15,19,North West,No,,3.85
L501556,C100363,MKT2007,2025/03/26,Creator,/promo-summer,5,24,North West,No,,27.58
L501557,C101192,MKT2015,2025-05-23,Google,/promo-summer,10,19,South West,No,,18.3
L501558,C100001,MKT2032,2025-11-16,Google,/promo-summer,10,22,North West,No,,14.53
L501559,C100562,MKT2018,2025-07-01,Meta,/quiz,5,15,North Central,No,,12.66
L501560,C102059,MKT2010,2025/04/12,Google,/bundle-offer,10,13,South East,No,,15.26
L501561,C100138,MKT2016,2025-06-14,CRM,/quiz,0,53,North West,No,,3
L501562,C101820,MKT2012,2025-05-15,Partner,/new-arrivals,20,18,North Central,No,,24.16
L501563,C101326,MKT2006,2025-03-15,Meta,/landing-a,5,67,South West,No,,19.03
L501564,C101373,MKT2004,2025-09-03,Partner,/landing-b,20,48,South West,No,,10.99
L501565,C101314,MKT2026,2025-09-01,Google,/landing-a,20,32,South East,No,,29.23
L501566,C100430,MKT2007,2025-04-13,Creator,/new-arrivals,20,27,South West,No,,14.3
L501567,C101093,MKT2017,2025-06-22,Meta,/new-arrivals,10,54,South South,No,,21.65
L501568,C100074,MKT2031,10-19-2025,Meta,/bundle-offer,5,18,North West,No,,$11.88
L501569,C100266,MKT2022,2025/07/22,CRM,/new-arrivals,10,33,South East,No,,1.0
L501570,C100359,MKT2002,"Jan 28, 2025",Google,/landing-b,0,35,South West,Yes,2025-02-26,15.66
L501571,C101093,MKT2020,2025-06-22,CRM,/bundle-offer,20, 42,South South,Yes,2025-07-02,4.39
L501572,C100348,MKT2033,2025-10-31,Programmatic,/landing-b,0,21,South South,Yes,2025-11-24,14.6
L501573,C102368,MKT2014,2025-10-27,Google,/bundle-offer,0,58,South West,No,,$16.96
L501574,C101103,MKT2015,2025-05-30,Google,/landing-b,5,83,South West,Yes,"Jun 03, 2025",19
L501575,C100576,MKT2010,2025-05-27,Google,/quiz,10,29,South West,No,,24.04
L501576,C102172,MKT2005,2025-03-10,Meta,/new-arrivals,20,13,South South,Yes,2025/03/20,14.77
L501577,C101458,MKT2009,2025-04-05,Creator,/landing-a,15,56,North Central,No,,22.27
L501578,C100362,MKT2018,2025-06-27,Meta,/bundle-offer,15,45,South East,No,,7.99
L501579,C102391,MKT2017,2025-06-17,Meta,/landing-b,15,37,South West,Yes,2025-07-03,8.77
L501580,C100686,MKT2003,2025-02-12,CRM,/bundle-offer,15,49,North Central,No,,9
L501581,C100817,MKT2021,01-11-2026,Partner,/landing-a,10,5,South East,No,,6.79
L501582,C101313,MKT2004,2025-09-03,Partner,/bundle-offer,10,22,South West,Yes,2025-09-07,16.17
L501583,C101333,MKT2020,2025-03-25,CRM,/bundle-offer,20,25,South West,Yes,2025-04-14,1.0
L501584,C999999,MKT2023,21/08/2025,CRM,/landing-b,0,34,North Central,No,,1.72
L501585,C101425,MKT2016,2025-06-10,CRM,/new-arrivals,0,41,South West,No,,15.09
L501586,C101688,MKT2027,2025-05-12,Google,/landing-a,5,31,North West,No,,$25.37
L501587,C101199,MKT2016,2025-06-14,CRM,/quiz,0,65,North West,Yes,2025-07-13,2.96
L501588,C100850,MKT2015,2025-06-05,Google,/new-arrivals,10,63,North Central,Yes,2025-06-09,16.28
L501589,C101708,MKT2033,11-12-2025,Programmatic,/landing-b,0,26,South East,Yes,2025-11-16,11.22
L501590,C102113,MKT2032,2025-11-16,Google,/landing-a,15,35,South West,No,,16.67
L501591,C102072,MKT2003,2025-02-22,CRM,/promo-summer,0,16,South South,No,,8.68
L501592,C100115,MKT2001,2025-01-16,Google,/new-arrivals,0,38,South South,No,,19.85
L501593,C102073,MKT2027,04-24-2025,Google,/promo-summer,20,30,South West,No,,USD 16.71
L501594,C101310,MKT2014,"Oct 14, 2025",Google,/landing-a,0,45,North Central,No,,$11.74
L501595,C101573,MKT2031,2025-11-15,Meta,/quiz,10,35,South East,No,,13.57
L501596,C101417,MKT2008,2025-04-03,Meta,/promo-summer,0,48,North West,No,,15.47
L501597,C101058,MKT2035,05/12/2025,Google,/landing-a,5,50,South West,No,,12.67
L501598,C100121,MKT2011,2025-04-28,CRM,/new-arrivals,20,68,North Cntrl,Yes,2025-05-09,7.59
L501599,C100334,MKT2003,2025-02-13,CRM,/landing-b,0,64,South West,No,,5.12
