session_id,customer_id,campaign_id,session_date,device,channel_group,pages_viewed,time_on_site_sec,bounce,add_to_cart,checkout_started,geo_region
S805586,C101555,MKT2033,2025-03-31 15:32:42,Mobile,Display,7,203,True,False,False,North West
S805587,C100701,,2025-06-05 17:11:21,Mobile,Organic,4,140,False,False,False,South East
S805588,C100305,MKT2014,30/09/2025,Mobile,Paid Search,11,289,False,False,False,South South
S805589,C101205,,2025-09-24 16:03:58,Tablet,Email,5,373,False,False,False,North Central
S805590,C101624,MKT2016,2025-07-11 13:39:33,Mobile,Email,3,291,False,False,False,North Central
S805591,C100508,MKT2025,2025-06-28 04:22:11,Mobile,Paid Social,8,422,False,True,False,South West
S805592,C100812,MKT2005,2025-09-27 06:56:18,Mobile,Paid Social,5,245,False,True,True,North West
S805593,C101639,MKT2024,2025-12-12 16:04:17,Mobile,email,8,296,False,True,True,North West
S805594,C100996,MKT2026,09-11-2025,Desktop,Paid Search,2,458,True,False,False,North Central
S805595,C100320,,2025-04-15 09:42:15,Mobile,Organic,11,149,False,True,True,North Central
S805596,C100418,MKT2031,2025-11-16 05:24:18,Tablet,Paid Social,4,326,False,False,False,North West
S805597,C100107,MKT2024,2025-01-24 13:48:53,Mobile,Influencer,5,8,False,False,False,North West
S805598,C102074,MKT2032,2025-10-27,Mobile,Paid Search,5,76,True,False,False,South South
S805599,C100411,MKT2015,2025-11-02 15:15:26,Desktop,Paid Search ,8,8,False,True,True,South East
S805600,C101176,,2025-07-19 23:36:40,Mobile,Email,7,148,False,False,False,North West
S805601,C100284,,2025-04-23,Desktop,Organic,4,143,True,False,False,North Central
S805602,C102234,,2025-12-13 15:22:55,Mobile,Organic,6,324,True,False,False,South West
S805603,C101718,MKT2018,2025-03-14 07:08:03,Desktop,Paid Social,5,138,False,True,True,South West
S805604,C102150,MKT2032,11/07/2025,Mobile,Paid Search,4,118,False,False,False,South South
S805605,C100512,MKT2004,2025-09-26 13:13:08,Mobile,Affiliate,7,197,False,False,False,South South
S805606,C101333,,2025-05-19 12:48:22,Mobile,Referral,7,403,False,True,True,South West
S805607,C100196,MKT2005,2025-11-04 03:52:31,Desktop,Paid Social,7,379,False,True,True,North Central
S805608,C100525,,2025-08-12 17:16:17,Tablet,Email,5,180,True,False,False,south west
S805609,C102245,MKT2032,"Mar 17, 2025",Mobile,Paid Search,6,192,False,False,False,South West
S805610,C101008,MKT2022,2025-06-17 17:16:16,Desktop,Email,6,204,False,True,False,South South
S805611,C100239,MKT2003,2025-01-05 22:54:58,Mobile,Email,5,316,False,True,False,North Central
S805612,C101760,MKT2009,2025-12-09 21:14:59,Mobile,Influencer,7,53,False,False,False,South West
S805613,C100985,MKT2004,2025-07-26 05:58:07,Mobile,Affiliate,5,280,False,False,False,North West
S805614,C102089,MKT2031,2025-09-27 15:49:31,Mobile,Paid Social,2,425,False,True,False,North Central
S805615,C102052,,2025-11-28 05:23:29,Mobile,Direct,7,498,False,True,True,South West
S805616,C101412,MKT2005,2025/07/15,Mobile,Paid Social,4,8,True,False,False,South West
S805617,C100300,MKT2026,08-09-2025,Desktop,Paid Search,3,152,False,False,False,North Central
S805618,C100345,MKT2023,2025-08-19 23:36:42,Mobile,Email,4,411,False,False,False,South East
S805619,C101374,MKT2011,2025-05-23 06:47:33,Desktop,Email,8,79,False,False,False,South West
S805620,C100862,,2025-10-11 15:47:35,Mobile,Organic,10,202,False,True,False,North Central
S805621,C100190,MKT2000,10-25-2025,Mobile,Paid Social,5,276,False,True,True,South West
S805622,C102235,MKT2020,2025-02-18 22:28:06,Mobile,Email,6,223,False,True,True,South West
S805623,C101088,MKT2012,2025-09-07 00:44:35,Mobile,Affiliate,7,187,True,True,True,South South
S805624,C100578,MKT2001,2025-01-09 00:38:32,Mobile,Paid Search,4,352,False,True,True,North West
S805625,C101829,MKT2006,2025-07-24 15:30:20,Mobile,Paid Social,9,117,True,False,False,South West
S805626,C100271,,2025-04-13 05:53:37,Mobile,Referral,6,212,False,True,True,South West
S805627,C100415,MKT2026,2025-01-30 13:39:32,Mobile,Paid Search,3,308,True,False,False,South West
S805628,C101611,,2025-01-01 18:07:54,Tablet,Referral,5,398,False,False,False,South South
S805629,C101916,MKT2016,04/08/2025,Desktop,Email,4,99,False,True,True,South West
S805630,C102174,MKT2028,2025-10-31 20:19:35,Mobile,Paid Search,6,240,False,True,True,South West
S805631,C100241,MKT2003,"Nov 25, 2025",Tablet,Email,6,255,True,True,False,South South
S805632,C101706,,2025-02-16 18:38:21,Desktop,Direct,6,318,True,False,False,North Central
S805633,C101343,MKT2012,17/09/2025,Mobile,Affiliate,7,117,False,True,False,North Central
S805634,C101334,MKT2021,2025-08-07 16:21:36,Mobile,Affiliate,9,160,False,False,False,South South
S805635,C100923,MKT2021,2025-01-20 01:29:28,Tablet,Affiliate,5,404,True,False,False,North Central
S805636,C101434,MKT2004,08/08/2025,Mobile,Affiliate,8,215,False,False,False,South West
S805637,C100323,,2025-10-09 04:49:32,Mobile,Direct,10,106,False,True,False,North West
S805638,C101223,,2025-03-06 22:16:38,Mobile,Email,4,225,False,True,True,South East
S805639,C101497,,2025-10-22 00:57:44,Mobile,Organic,1,349,False,False,False,South East
S805640,C100513,,2025-06-17 22:38:14,Desktop,Email,8,8,False,True,True,South South
S805641,C101725,MKT2007,2025-07-16 20:07:34,Mobile,Influencer,8,387,False,True,False,South West
S805642,C101122,MKT2009,2025-07-14,Tablet,Influencer,2,176,True,False,False,North West
S805643,C101134,MKT2000,2025-05-24 09:58:16,Mobile,Paid Social,4,368,False,False,False,North West
S805644,C100934,MKT2022,2025-09-21 00:48:47,Mobile,Email,7,199,False,True,True,South West
S805645,C100215,MKT2006,2025/10/19,Mobile,Paid Social,7,171,False,True,True,South South
S805646,C101122,MKT2032,2025-03-26 18:51:11,Desktop,Paid Search,6,266,False,True,True,North West
S805647,C100624,MKT2020,2025-09-01 13:35:04,Mobile,Email,4,377,False,False,False,North West
S805648,C101898,MKT2012,2025-05-01 21:33:17,Mobile,Affiliate,3,327,TRUE,False,False,South West
S805649,C101068,MKT2028,2025-11-12 08:33:25,Mobile,Paid Search,4,148,False,False,False,South West
S805650,C100037,,2025-06-02 05:38:48,Mobile,Email,3,441,True,True,True,North Central
S805651,C101978,MKT2001,2025-08-15 23:18:56,Mobile,Paid Search,3,116,True,False,False,South West
S805652,C101344,MKT2020,2025-09-26 19:01:22,Mobile,Email,7,333,False,False,False,South South
S805653,C100877,MKT2005,2025-12-24 11:16:46,Tablet,Paid Social,4,270,False,False,False,South East
S805654,C100470,,"Dec 06, 2025",Mobile,Referral,8,164,False,False,False,South West
S805655,C100038,,2025-12-27 07:13:38,Mobile,Email,6,181,False,False,False,South South
S805656,C101731,MKT2010,"Apr 01, 2025",Mobile,Paid Search,6,393,False,True,True,South South
S805657,C100708,MKT2029,2025-09-16 14:40:07,Mobile,Paid Search,5,302,False,True,False,South South
S805658,C101890,MKT2021,2025-01-07 02:38:06,Mobile,Affiliate,4,245,False,True,False,North West
S805659,C101895,MKT2030,2025-10-05 04:12:59,Desktop,Display,4,200,False,False,False,North Central
S805660,C100558,,2025-02-09 11:18:33,Mobile,Organic,9,282,False,True,True,South West
S805661,C101339,MKT2032,2025-09-26 00:29:49,Desktop,Paid Search,4,307,False,False,False,North Central
S805662,C101462,MKT2019,10-29-2025,TAB,Paid Social,4,386,False,False,False,North Central
S805663,C101013,,2025-03-08 09:22:48,Mobile,Email,3,489,True,False,False,South West
S805664,C100436,MKT2030,2025-05-16 22:57:17,Mobile,Display,9,272,False,False,False,South East
S805665,C101911,MKT2027,2025-11-24 06:03:21,Mobile,Paid Search,4,132,False,False,False,North West
S805666,C100596,MKT2033,2025/05/17,Mobile,Display,4,60,False,True,True,South West
S805667,C100643,MKT2002,2025-09-24 03:01:10,Desktop,Paid Search,3,138,True,False,False,North Central
S805668,C101475,,2025-11-01 18:49:19,Desktop,Email,2,58,True,False,False,South South
S805669,C101238,MKT2013,2025/07/27,Mobile,Paid Social,8,193,True,False,False,South West
S805670,C100155,MKT2023,2025-02-07 04:37:29,Mobile,Email,12,180,False,False,False,North Central
S805671,C100540,,2025-11-06 03:47:59,Mobile,Organic,7,128,True,False,False,North West
S805672,C101429,MKT2013,2025/07/02,Mobile,Paid Social,7,152,False,True,True,South South
S805673,C101607,,2025-12-29 00:24:29,Mobile,Referral,7,21,False,True,False,South West
S805674,C100134,,2025-09-27 12:23:57,Desktop,Email,7,20,False,False,False,South West
S805675,C101195,MKT2008,2025-05-31 15:49:49,Mobile,Paid Social,6,222,False,True,False,South West
S805676,C100143,MKT2034,2025-08-25 12:13:31,Mobile,Paid Social,9,154,False,True,False,North Central
S805677,C101815,MKT2010,2025/10/28,Mobile,Paid Search,3,404,False,False,False,South South
S805678,C100782,,2025-03-21 04:14:18,Mobile,Direct,2,328,True,False,False,North West
S805679,C101340,,2025-05-25 07:08:48,Desktop,Direct,6,287,True,True,True,South South
S805680,C101372,MKT2035,2025-05-24 16:34:45,Mobile,Paid Search,6,275,False,False,False,South West
S805681,C102338,MKT2014,2025-05-22 17:31:39,Desktop,Paid Search,4,108,False,False,False,North West
S805682,C102288,MKT2023,2025-06-14 11:16:35,Desktop,Email,6,372,False,True,False,North West
S805683,C101722,,2025-04-26 09:49:35,Mobile,Referral,2,55,False,False,False,North Central
S805684,C100208,MKT2019,2025-03-01 23:23:31,Mobile,Paid Social,9,242,False,True,True,North West
S805685,C101200,MKT2029,19/03/2025,Mobile,Paid Search,1,80,True,False,False,North West
S805686,C101057,MKT2020,2025-06-13 18:09:30,Mobile,Email,2,233,True,False,False,South West
S805687,C100235,MKT2033,2025/11/01,Desktop,Display,2,231,True,False,False,South South
S805688,C100181,MKT2021,2025-10-15 08:00:44,Mobile,Affiliate,5,228,False,False,False,North Central
S805689,C100093,MKT2025,07-24-2025,Mobile,Paid Social,2,180,True,False,False,South East
S805690,C102145,MKT2014,2025-04-29 00:01:57,Mobile,Paid Search,5,246,False,False,False,South West
S805691,C101422,MKT2032,2025-03-05 06:41:54,Mobile,Paid Search,5,370,False,False,False,South East
S805692,C100244,,18/02/2025,Mobile,Email,6,141,False,True,False,South West
S805693,C101779,MKT2020,2025-01-26 12:23:44,Mobile,Email,4,13,False,True,True,South South
S805694,C100643,MKT2007,2025-07-22 13:12:14,Mobile,Influencer,4,149,True,True,True,North Central
S805695,C102261,MKT2018,09-17-2025,Mobile,Paid Social,3,93,False,False,False,South West
S805696,C101114,MKT2003,2025-03-20 16:52:54,Mobile,Email,4,345,False,True,True,North West
S805697,C101112,,2025-10-31 07:24:34,Desktop,Email,4,267,False,False,False,South South
S805698,C100949,,2025-05-24,Desktop,Email,4,425,False,True,True,South West
S805699,C102369,,2025-09-07 17:32:31,Desktop,Referral,6,205,True,False,False,South West
S805700,C101610,MKT2013,2025-01-11 20:07:51,Tablet,Paid Social,4,228,True,False,False,North West
S805701,C100139,,2025-02-04 13:08:27,Mobile,Email,3,167,False,True,True,South East
S805702,C100461,MKT2015,2025-12-27 10:54:01,Mobile,Paid Search,5,192,False,True,False,South West
S805703,C101744,MKT2018,2025-08-07 04:10:43,Mobile,Paid Social,5,270,True,False,False,North Central
S805704,C100492,MKT2028,05/09/2025,Mobile,Paid Search,8,208,False,True,False,South East
S805705,C101525,MKT2016,2025-11-27,Desktop,Email,5,8,True,False,False,South East
S805706,C102190,MKT2027,2025-05-07 00:54:33,Tablet,Paid Search,7,434,True,False,False,South West
S805707,C100494,MKT2000,2025-06-17 23:06:05,Mobile,Paid Social,8,257,False,True,True,South South
S805708,C101818,MKT2007,2025-04-20 12:43:44,Tablet,Influencer,6,180,False,False,False,South South
S805709,C100831,MKT2017,2025-07-14 00:46:31,Mobile,Paid Social,5,301,True,True,True,North Central
S805710,C102188,MKT2034,2025-03-08 16:37:54,Desktop,Paid Social,6,196,False,True,False,South South
S805711,C101263,MKT2035,2025-02-24 04:26:40,Desktop,Paid Search,6,242,False,False,False,South South
S805712,C100879,MKT2022,2025-08-21 11:19:00,Mobile,Email,3,57,False,False,False,South West
S805713,C102108,,2025-02-03 04:07:47,Mobile,Organic,6,481,True,False,False,south west
S805714,C101722,MKT2011,24/02/2025,Desktop,Email,9,69,False,True,False,North Central
S805715,C100881,MKT2018,05-30-2025,Desktop,Paid Social,5,409,False,False,False,South West
S805716,C101574,MKT2018,2025-09-26 15:51:56,Desktop,Paid Social,4,269,False,False,False,North West
S805717,C101521,MKT2012,2025-09-10 09:21:54,Mobile,Affiliate,3,282,False,False,False,South West
S805718,C102291,,2025-11-25 21:46:36,Mobile,Organic,3,99,False,True,True,South South
S805719,C100562,MKT2020,2025-09-06 19:00:49,Mobile,Email,4,8,True,False,False,North Central
S805720,C101611,MKT2017,2025/06/15,Mobile,Paid Social,2,408,False,False,False,South South
S805721,C101709,MKT2000,2025-08-04,Mobile,Paid Social,3,192,False,False,False,South South
S805722,C101605,MKT2006,2025-12-11 01:34:33,Mobile,Paid Social,7,290,False,True,False,South West
S805723,C102085,,2025-09-30 15:05:04,Mobile,Direct,7,267,False,True,True,South South
S805724,C100655,MKT2007,2025-12-20 13:47:54,Mobile,Influencer,3,60,True,False,False,South West
S805725,C101004,,2025-10-27 14:16:19,Mobile,Direct,7,182,False,False,False,North Central
S805726,C102222,MKT2010,2025-10-28 19:23:58,Mobile,Paid Search,6,219,False,False,False,South West
S805727,C102292,,2025-04-15 04:10:12,Mobile,Organic,5,356,False,True,False,North Central
S805728,C100828,,08-01-2025,Tablet,Referral,6,264,False,True,True,North Central
S805729,C101560,,04-12-2025,Tablet,Email,3,220,False,False,False,South East
S805730,C102235,MKT2000,2025-11-18 15:16:41,Mobile,Paid Social,5,410,False,False,False,South West
S805731,C100852,MKT2000,2025-09-15 09:26:36,Desktop,Paid Social,8,317,False,False,False,South West
S805732,C101387,,2025-01-12 11:18:50,Desktop,Direct,7,199,False,True,True,South West
S805733,C100165,MKT2030,05/01/2025,Mobile,Display,7,282,False,False,False,South East
S805734,C100811,,2025-05-08 01:27:31,Desktop,Email,7,134,False,False,False,North West
S805735,C102281,MKT2010,"Jul 23, 2025",Mobile,Paid Search,3,433,True,True,True,South South
S805736,C101892,MKT2030,2025-02-08 02:09:37,Desktop,Display,5,331,False,True,True,North West
S805737,C101263,MKT2015,04-06-2025,Mobile,Paid Search,5,384,False,True,True,South South
S805738,C101593,MKT2016,2025-05-12 07:41:48,Mobile,Email,5,279,False,True,True,South West
S805739,C101178,MKT2035,2025-02-27 17:42:57,phone,Paid Search,7,8,False,False,False,South East
S805740,C100757,MKT2001,2025-01-27 14:47:51,Mobile,Paid Search,6,354,True,True,True,South West
S805741,C100004,MKT2023,2025-09-28 20:41:41,Mobile,Email,3,118,True,False,False,South South
S805742,C101043,MKT2008,"Dec 01, 2025",Desktop,Paid Social,6,236,False,True,False,North Central
S805743,C100674,MKT2010,2025-11-16 15:21:53,Mobile,Paid Search,5,464,True,False,False,South South
S805744,C100490,MKT2020,06-24-2025,Mobile,Email,6,198,True,False,False,North West
S805745,C101403,MKT2022,2025-08-22 07:17:53,Tablet,Email,2,224,False,False,False,South South
S805746,C100343,MKT2004,2025-10-07 07:59:00,Tablet,Affiliate,3,457,False,False,False,North West
S805747,C100796,,2025-05-05 07:11:50,Mobile,Organic,4,99999,True,False,False,North West
S805748,C101660,MKT2005,"Jun 17, 2025",Mobile,Paid Social,12,326,False,False,False,South West
S805749,C100433,MKT2004,2025-09-04 07:22:29,Mobile,Affiliate,7,278,False,True,True,South South
S805750,C101509,MKT2012,2025-04-01 00:15:32,Mobile,Affiliate,2,407,True,False,False,South South
S805751,C102236,,2025-06-08 14:34:35,Mobile,Referral,4,193,True,False,False,South West
S805752,C101109,MKT2031,2025-05-18 17:44:50,Mobile,Paid Social,6,343,True,False,False,South West
S805753,C100539,MKT2008,2025-06-16 10:00:26,Desktop,Paid Social,3,242,False,True,False,South East
S805754,C100765,MKT2030,2025-08-11 22:11:38,Mobile,Display,7,106,False,True,False,South West
S805755,C102368,MKT2018,2025-08-24 11:54:48,Mobile,Paid Social,6,122,False,False,False,South West
S805756,C100192,MKT2002,2025-07-25 22:54:46,Mobile,Paid Search,4,244,False,False,False,North Central
S805757,C101409,,2025/12/24,Desktop,Direct,7,350,False,False,False,South East
S805758,C102391,MKT2033,2025-08-10 11:06:08,Mobile,Display,4,7201,False,False,False,South West
S805759,C100495,MKT2006,2025-10-21 03:43:50,Mobile,Paid Social,3,498,False,False,False,South South
S805760,C100450,MKT2024,2025-07-07 02:07:25,Mobile,Influencer,5,36,False,False,False,South South
S805761,C102211,MKT2001,16/05/2025,Desktop,Paid Search,10,86,False,False,False,South South
S805762,C102061,MKT2028,2025-11-23 10:40:44,Mobile,Paid Search,6,167,False,True,False,South South
S805763,C102242,MKT2003,2025-04-22 07:40:17,Tablet,Email,4,261,False,N,False,South South
S805764,C100989,,25/01/2025,Mobile,Email,10,283,False,True,False,North Central
S805765,C100908,MKT2014,2025-05-05 10:14:28,Mobile,Paid Search,13,296,False,True,False,South West
S805766,C101886,,2025-10-30 11:30:36,Mobile,Email,5,202,False,True,True,North Central
S805767,C102274,,"Feb 09, 2025",Mobile,Organic,4,170,False,True,True,South West
S805768,C101787,MKT2023,2025-05-15 12:42:38,Desktop,Email,9,142,False,True,False,South South
S805769,C100905,MKT2017,2025-01-28 23:18:36,Desktop,Paid Social, 7,126,True,False,False,South South
S805770,C101215,MKT2034,2025-10-21 05:49:41,Tablet,Paid Social,7,339,False,True,False,North West
S805771,C102374,MKT2007,2025-07-10 10:28:13,Desktop,Influencer,6,261,True,True,True,North Central
S805772,C100043,MKT2001,2025-06-21 19:43:49,Desktop,Paid Search,6,257,False,True,False,South South
S805773,C100308,MKT2031,08/06/2025,Mobile,Paid Social,6,396,False,False,False,South East
S805774,C100967,MKT2022,04-13-2025,Mobile,Email,8,284,False,True,False,South South
S805775,C100348,MKT2035,2025-11-06 23:09:36,Mobile,Paid Search,5,151,False,False,1,South South
S805776,C102309,MKT2013,2025-03-28 17:49:59,Mobile,Paid Social,4,472,False,True,False,North Central
S805777,C102103,MKT2024,2025-08-18 14:35:02,Desktop,Influencer,8,276,False,True,False,North West
S805778,C102003,MKT2024,2025-08-10 03:15:21,Mobile,Influencer,2,338,True,False,False,North West
S805779,C100887,,08-02-2025,Mobile,Referral,5,311,True,False,False,South West
S805780,C100311,MKT2030,2025-11-20 00:59:28,Mobile,Display,6,445,False,True,False,South East
S805781,C101737,MKT2012,2025-11-06 01:03:33,Desktop,Affiliate,7,298,False,True,True,South West
S805782,C100495,MKT2001,2025-08-23 20:02:46,Tablet,Paid Search,4,221,False,False,False,South South
S805783,C102130,,2025-08-24 17:54:39,Mobile,Organic,6,411,True,True,True,South South
S805784,C102308,,2025-03-29 14:23:19,Mobile,Referral,8,317,False,False,False,South West
S805785,C101431,,2025/05/03,Mobile,Referral,2,208,True,False,False,North West
S805786,C101647,,2025-01-05 14:27:10,Mobile,Email,5,430,False,False,False,South West
S805787,C101897,MKT2008,2025-02-25 07:44:45,Mobile,Paid Social,7,286,False,False,False,North West
S805788,C100570,MKT2005,2025-11-08 04:37:05,Mobile,Paid Social,10,67,False,True,True,North Central
S805789,C101332,MKT2015,2025-08-05 15:57:19,Mobile,Paid Search,5,309,True,False,False,South South
S805790,C101951,MKT2011,2025-07-19 16:35:54,Tablet,Email,6,186,True,False,False,South West
S805791,C102098,MKT2016,"Feb 19, 2025",Mobile,Email,5,248,False,False,False,North West
S805792,C101971,MKT2000,2025-02-22 10:58:16,Mobile,Paid Social,7,25,False,False,False,South West
S805793,C101841,,2025-05-29,Mobile,Referral,4,181,True,False,False,North Central
S805794,C101854,MKT2032,2025-11-12 06:35:56,Mobile,Paid Search,4,341,True,False,False,South South
S805795,C100242,MKT2000,2025-06-28 01:23:02,Mobile,Paid Social,6,164,True,True,True,North Central
S805796,C101139,MKT2012,2025-06-20 07:22:28,Mobile,Affiliate,8,100,False,True,False,North West
S805797,C101405,MKT2008,2025/07/29,Tablet,Paid Social,4,245,False,True,True,South East
S805798,C102010,MKT2005,"Sep 22, 2025",Mobile,Paid Social,3,133,False,False,False,North Central
S805799,C101689,MKT2033,2025-12-27 07:05:12,Mobile,Display,5,426,False,False,False,South West
S805800,C100133,MKT2032,2025-11-28 18:03:40,Desktop,Paid Search,9,227,False,False,False,South West
S805801,C101294,MKT2034,2025-02-06 21:02:12,Mobile,Paid Social,6,174,True,False,False,South West
S805802,C100090,MKT2034,2025-08-11 03:34:04,Mobile,Paid Social,3,8,True,False,False,South East
S805803,C101429,,2025-11-15 21:22:54,Mobile,Direct,5,148,False,False,False,South South
S805804,C100996,MKT2000,"Jun 30, 2025",Desktop,Paid Social,7,150,False,False,False,North Central
S805805,C100004,MKT2035,2025-01-31 03:37:22,Tablet,Paid Search,7,110,False,True,False,South South
S805806,C100469,MKT2035,2025-01-29 22:50:21,Mobile,Paid Search,6,329,False,False,False,South South
S805807,C101932,,2025-05-17 14:17:51,Mobile,Direct,5,209,True,False,False,North Cntrl
S805808,C102101,,06/10/2025,Mobile,Direct,5,342,False,True,False,South South
S805809,C102391,,2025-09-10 13:40:48,Tablet,Referral,6,196,False,False,False,South West
S805810,C100488,MKT2012,29/01/2025,Mobile,Affiliate,3,247,True,False,False,North Central
S805811,C100230,MKT2016,2025-08-06 14:34:59,Mobile,Email,5,371,False,False,False,North West
S805812,C100463,,2025-04-12 14:12:38,Desktop,Referral,6,370,False,True,False,south west
S805813,C100748,MKT2012,2025-10-15 21:41:29,Mobile,Affiliate,2,108,True,False,False,North West
S805814,C101656,MKT2005,2025-08-07 22:28:15,Mobile,Paid Social,6,545,True,False,False,North Central
S805815,C100632,MKT2028,2025-03-24 20:18:48,Mobile,Paid Search,7,240,True,True,True,North West
S805816,C100813,MKT2016,08-11-2025,Mobile,Email,5,129,False,False,False,South South
S805817,C100976,MKT2023,2025-01-21 10:34:56,Mobile,Email,3,351,False,True,False,South West
S805818,C101835,MKT2003,2025-01-08 00:21:14,Mobile,Email,7,483,False,True,False,South West
S805819,C102034,MKT2001,2025-01-30 13:37:04,Mobile,Paid Search,5,251,False,False,False,North West
S805820,C100094,MKT2011,2025-10-22 18:39:09,Mobile,Email,7,24,False,True,False,North Central
S805821,C101476,MKT2007,2025-10-31 19:21:12,Mobile,Influencer,6,64,False,False,False,North Central
S805822,C100691,MKT2006,"Jan 10, 2025",Mobile,Paid Social,5,322,False,False,False,North West
S805823,C102272,,2025-07-20 10:13:47,Desktop,Referral,4,79,True,False,False,South South
S805824,C102173,MKT2033,2025-07-20,Desktop,Display,5,184,True,False,False,South West
S805825,C101630,MKT2018,08-13-2025,Desktop,Paid Social,3,163,1,False,False,North Central
S805826,C101519,MKT2010,2025-01-15 09:10:08,Mobile,Paid Search,9,339,False,True,True,South South
S805827,C101698,,2025-10-18 11:50:05,Mobile,Referral,6,424,True,True,False,South South
S805828,C100881,MKT2020,2025-01-15 03:08:23,Mobile,Email,6,10,False,True,True,South West
S805829,C102361,MKT2005,2025-10-08 11:36:37,Mobile,Paid Social,5,121,False,True,True,North Cntrl
S805830,C100536,MKT2018,2025-08-12 19:06:45,Mobile,Paid Social,4,378,False,False,False,South South
S805831,C101297,MKT2022,2025-12-13,Mobile,Email,8,90,False,False,False,North Central
S805832,C102143,MKT2019,2025/11/01,Mobile,Paid Social,7,84,False,True,True,South South
S805833,C100234,MKT2020,2025-05-11 23:35:57,Mobile,Email,8,283,False,True,True,South East
S805834,C100262,,"Mar 13, 2025",Mobile,Referral,4,290,True,False,False,North Cntrl
S805835,C100094,MKT2035,2025-09-11 19:21:56,Mobile,Paid Search,5,488,True,False,False,North Central
S805836,C102051,,2025-10-20 21:07:02,Mobile,Email,4,140,False,False,False,South West
S805837,C100205,MKT2034,03-20-2025,Desktop,Paid Social,4,113,False,False,False,North Central
S805838,C102146,MKT2021,2025/04/26,Mobile,Affiliate,3,298,False,False,False,South South
S805839,C101149,MKT2032,2025-11-18 20:05:58,Mobile,Paid Search,5,94,False,True,False,North West
S805840,C100389,MKT2007,06-25-2025,Mobile,Influencer,7,43,False,False,False,North West
S805841,C102204,MKT2009,"Mar 02, 2025",Desktop,Influencer,7,271,False,False,False,South East
S805842,C101386,MKT2014,2025-07-22,Desktop,Paid Search,2,217,True,False,False,South West
S805843,C101562,MKT2011,2025-11-28 18:13:25,Mobile,Email,6,415,True,False,False,South West
S805844,C100680,MKT2006,2025-03-14 13:49:16,Desktop,Paid Social,6,273,False,False,False,South South
S805845,C101395,MKT2004,2025/08/06,Mobile,Affiliate,6,207,False,True,True,North West
S805846,C100159,MKT2012,2025-12-24 20:44:17,Tablet,Affiliate,3,159,False,False,False,North Central
S805847,C100736,MKT2030,2025-03-05 12:05:11,Desktop,Display,4,272,False,False,False,South West
S805848,C102336,MKT2001,07/07/2025,Desktop,Paid Search,5,204,False,False,False,South South
S805849,C101004,MKT2024,2025-12-24 05:46:02,Desktop,Influencer,8,243,False,False,False,North Central
S805850,C101246,,2025-01-21 21:04:11,Mobile,Display Ads,4,82,True,False,False,South West
S805851,C101408,,2025-05-05 15:54:14,Mobile,Direct,3,236,False,False,False,South West
S805852,C101494,MKT2021,2025/05/14,Desktop,Affiliate,7,196,True,False,False,South West
S805853,C101725,MKT2020,2025-08-13 08:58:52,Tablet,Email,3,356,True,False,False,South West
S805854,C101570,MKT2000,2025-01-08 04:36:51,Mobile,Paid Social,5,164,False,False,False,North Central
S805855,C101724,MKT2011,2025-06-19 16:31:45,Desktop,Email,3,181,True,False,False,South South
S805856,C101470,MKT2029,2025-08-23 20:33:34,Tablet,Paid Search,3,101,False,True,False,South West
S805857,C100204,MKT2000,2025-05-07 11:02:27,Mobile,Paid Social,6,8,False,False,False,South South
S805858,C102013,MKT2008,2025-11-16 13:26:06,Desktop,Paid Social,3,114,False,False,False,South East
S805859,C101301,,2025-12-01 03:56:16,Tablet,Email,5,83,False,True,True,North West
S805860,C100722,MKT2008,2025-02-13 00:03:36,Mobile,Paid Social,6,135,False,False,False,South West
S805861,C101250,MKT2011,2025/10/02,Mobile,Email,6,281,False,True,False,South West
S805862,C101245,MKT2028,2025-08-08 19:10:31,Mobile,Paid Search,5,153,False,False,False,North Central
S805863,C100386,MKT2007,2025-08-05 02:59:52,Tablet,Influencer,7,313,False,False,False,South East
S805864,C101820,MKT2003,2025-11-03 05:18:58,Mobile,Email,7,106,False,False,False,North Central
S805865,C101166,MKT2026,2025-06-28 23:35:03,Mobile,Paid Search,6,325,False,True,False,South West
S805866,C102164,,2025-04-27 12:59:15,Tablet,Organic,1,67,False,True,True,South East
S805867,C100106,MKT2013,2025-03-09 00:37:48,Mobile,Paid Social,4,8,False,False,False,South East
S805868,C101101,MKT2004,2025-08-06 16:11:46,Mobile,Affiliate,6,174,True,Y,False,South West
S805869,C100430,,2025-10-03 03:39:28,Mobile,Referral,6,302,True,True,False,South West
S805870,C101823,MKT2003,03-05-2025,Mobile,Email,7,462,False,True,True,South West
S805871,C101640,MKT2018,2025-01-30 12:35:16,Mobile,Paid Social,6,268,True,False,False,South East
S805872,C101352,MKT2026,2025-10-08 21:20:07,Desktop,Paid Search,7,241,False,True,False,North Central
S805873,C100675,MKT2027,2025-01-16 12:38:53,Mobile,Paid Search,5,52,False,True,False,South South
S805874,C100635,MKT2016,2025-12-29 09:10:53,Mobile,Email,8,116,False,True,True,South South
S805875,C100141,MKT2009,22/10/2025,Mobile,Influencer,9,185,False,True,True,South West
S805876,C100593,MKT2021,2025-04-21 02:37:40,Mobile,Affiliate,8,363,False,False,False,North Central
S805877,C100341,MKT2025,2025-02-15 00:27:30,Mobile,Paid Social,5,318,False,True,True,South West
S805878,C100068,MKT2032,2025-11-17 08:44:14,Mobile,Paid Search,4,230,True,False,False,South East
