lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L501035,C100091,MKT2028,2025-10-18,Google,/landing-a,10,37.0,North Central,False,,14.08,10.0,48.0,male,Middle,gold,5.2727272727272725,228.9090909090909,2.0,0.0,11.0,221.08,desktop,0.3350282019471611,Medium
L501036,C101548,MKT2031,2025-10-19,Meta,/landing-b,10,34.0,South West,False,,10.21,10.0,26.0,female,Lower-Middle,silver,6.111111111111111,239.55555555555551,3.0,2.0,9.0,134.93,mobile,0.253830960756741,Low
L501037,C100200,MKT2010,2025-05-08,Google,/quiz,10,23.0,North West,False,,16.89,10.0,29.0,male,Lower-Middle,bronze,6.888888888888889,240.125,6.0,3.0,9.0,60.52,desktop,0.2624352680492572,Low
L501038,C102398,MKT2016,06-11-2025,CRM,/promo-summer,20,21.0,North Central,False,,9.05,20.0,33.0,male,Lower-Middle,bronze,5.7272727272727275,240.72727272727272,5.0,1.0,11.0,18.19,desktop,0.3001323060429791,Medium
L501039,C100553,MKT2009,03/04/2025,Creator,/landing-b,5,5.0,South South,True,2025-05-03,19.9,5.0,45.0,male,Low,gold,4.0,92.6,1.0,1.0,5.0,121.58,desktop,0.38247681923476173,Medium
L501040,C101865,MKT2026,2025-09-27,Google,/promo-summer,0,24.0,North Central,False,,12.59,0.0,25.0,male,Middle,bronze,4.7,258.8,2.0,1.0,10.0,0.0,phone,0.1883634890204767,Low
L501041,C101980,MKT2014,2025-10-24,Google,/new-arrivals,10,69.0,South West,True,2025-10-31,13,10.0,41.0,female,Upper-Middle,gold,7.5,187.3,7.0,5.0,10.0,102.85,mobile,0.5507480707299323,Medium
L501042,C100226,MKT2006,2025/03/02,Meta,/quiz,0,40.0,South West,False,,14.25,0.0,31.0,female,Middle,gold,6.384615384615385,187.76923076923077,5.0,5.0,13.0,267.44,mobile,0.3998883476893672,Medium
L501043,C102321,MKT2001,2025-02-05,Google,/landing-a,10,34.0,South West,True,2025-02-16,21.93,10.0,40.0,female,Upper-Middle,bronze,5.166666666666667,220.33333333333337,1.0,0.0,6.0,0.0,mobile,0.31123070964666344,Medium
L501044,C100094,MKT2025,2025-09-18,Meta,/new-arrivals,10,59.0,North Central,True,2025-10-07,18.31,10.0,28.0,female,Upper-Middle,platinum,5.3076923076923075,218.76923076923077,6.0,3.0,13.0,36.08,mobile,0.7091305503718123,High
L501045,C102220,MKT2016,2025-06-19,CRM,/quiz,5,50.0,South West,False,,7.15,5.0,32.0,female,Upper-Middle,gold,5.5,193.08333333333337,5.0,2.0,12.0,0.0,mobile,0.4684702101620771,Medium
L501046,C100199,MKT2033,2025-11-10,Programmatic,/bundle-offer,0,29.0,South South,True,2025-11-25,$4.88,0.0,45.0,female,Upper-Middle,bronze,6.222222222222222,259.3333333333333,4.0,1.0,9.0,0.0,tablet,0.3652174925640822,Medium
L501047,C101678,MKT2005,13/03/2025,Meta,/quiz,15,72.0,South East,False,,USD 14.92,15.0,41.0,male,Upper-Middle,gold,5.714285714285714,213.28571428571428,3.0,2.0,7.0,0.0,mobile,0.5285106105635445,Medium
L501048,C100444,MKT2032,2025-10-29,Google,/promo-summer,10,41.0,North Central,True,"Nov 11, 2025",17.12,10.0,24.0,male,Lower-Middle,platinum,6.125,247.0,3.0,2.0,8.0,0.0,mobile,0.46470137554221447,Medium
L501049,C100733,MKT2008,2025-04-01,Meta,/promo-summer,10,28.0,North West,False,,10.68,10.0,41.0,male,Lower-Middle,bronze,7.0,274.0,2.0,2.0,5.0,0.0,mobile,0.23511669162827917,Low
L501050,C101049,MKT2027,2025-04-21,Google,/landing-b,15,21.0,South West,True,2025-04-28,20.34,15.0,18.0,female,Low,silver,5.0,169.8,2.0,0.0,5.0,19.68,mobile,0.3079102655102464,Medium
L501051,C100970,MKT2027,15/04/2025,Google,/bundle-offer,5,52.0,South East,False,2025-04-26,24.14,5.0,31.0,female,Lower-Middle,gold,4.538461538461538,217.84615384615384,5.0,2.0,13.0,0.0,desktop,0.4465268449952948,Medium
L501052,C100601,MKT2031,2025-10-17,Meta,/bundle-offer,10,18.0,North Central,False,,14.4,10.0,27.0,female,Low,silver,5.0,253.0,1.0,0.0,6.0,39.23,mobile,0.2892043120291278,Low
L501053,C102202,MKT2006,2025-03-11,Meta,/landing-a,10,40.0,South West,False,,9.55,10.0,99.0,female,Middle,silver,5.0,213.75,1.0,1.0,8.0,43.71,mobile,0.28670194939696547,Low
L501054,C101831,MKT2018,2025-07-12,Meta,/quiz,5,57.0,North Central,True,2025-08-06,11.78,5.0,32.0,male,Middle,silver,6.0,261.3333333333333,0.0,0.0,3.0,0.0,mobile,0.38755492086070725,Medium
L501055,C101665,MKT2027,2025-04-18,Google,/promo-summer,5,36.0,North Central,True,2025-05-05,$17.44,5.0,35.0,female,Lower-Middle,bronze,6.5,300.5,4.0,3.0,4.0,66.28,mobile,0.353643453121537,Medium
L501056,C101669,MKT2030,2025-02-15,Programmatic,/promo-summer,15,32.0,South South,False,,12.89,15.0,23.0,male,Middle,bronze,4.75,296.25,2.0,1.0,8.0,0.0,mobile,0.28699268259819743,Low
L501057,C100114,MKT2017,2025-06-16,Meta,/landing-b,5,41.0,South East,True,2025-07-13,15.31,5.0,32.0,female,Lower-Middle,silver,5.714285714285714,303.85714285714283,4.0,0.0,7.0,154.98,mobile,0.3928209424075578,Medium
L501058,C101427,MKT2003,2025-02-03,CRM,/landing-b,20,45.0,North West,True,2025-02-16,2.78,20.0,39.0,male,Upper-Middle,platinum,4.428571428571429,283.42857142857144,3.0,0.0,7.0,230.01,mobile,0.5511612652961859,Medium
L501059,C101469,MKT2022,2025-08-17,creator ,/landing-b,20,34.0,North West,False,,9.51,20.0,34.0,male,Low,gold,5.25,233.25,4.0,2.0,8.0,0.0,mobile,0.2077110528641059,Low
L501060,C102013,MKT2004,"Sep 03, 2025",Partner,/new-arrivals,0,29.0,South East,True,2025-09-07,7.91,0.0,0.0,male,Middle,gold,4.181818181818182,192.72727272727272,3.0,1.0,11.0,70.62,mobile,0.4277817172949584,Medium
L501061,C102051,MKT2014,2025-10-16,Google,/promo-summer,10,49.0,South West,False,,18.53,10.0,27.0,male,Middle,gold,5.416666666666667,231.08333333333337,5.0,3.0,12.0,240.06,mobile,0.44187666818277493,Medium
L501062,C101663,MKT2034,2025-08-31,Meta,/landing-b,0,21.0,South South,False,,16.33,0.0,42.0,female,Lower-Middle,bronze,4.625,252.625,3.0,2.0,16.0,30.69,mobile,0.34837892771823115,Medium
L501063,C100592,MKT2021,2025-12-31,Partner,/promo-summer,5,54.0,N Central,True,2026-01-03,$18.27,5.0,40.0,female,Lower-Middle,gold,5.285714285714286,155.85714285714286,4.0,2.0,7.0,0.0,desktop,0.43094951898472983,Medium
L501064,C100085,MKT2027,2025-05-02,Google,/promo-summer,10,60.0,South West,False,,20.43,10.0,33.0,male,Middle,bronze,7.428571428571429,284.7142857142857,6.0,1.0,7.0,222.28,mobile,0.3578608609262745,Medium
L501065,C100649,MKT2022,2025-08-05,CRM,/landing-a,10,50.0,North Central,True,2025-08-11,6.72,10.0,18.0,female,Lower-Middle,silver,5.933333333333334,188.06666666666663,5.0,2.0,15.0,17.83,mobile,0.40198124410995156,Medium
L501066,C102097,MKT2011,2025-04-27,CRM,/landing-a,15,43.0,South West,True,2025-05-12,1,15.0,26.0,male,Middle,gold,5.6,245.0,6.0,2.0,10.0,12.32,mobile,0.4323321195286942,Medium
L501067,C100211,MKT2032,2025-10-25,Google,/promo-summer,0,35.0,South South,False,,18.31,0.0,42.0,male,Lower-Middle,bronze,4.5,209.0,1.0,1.0,8.0,0.0,mobile,0.3398742207761663,Medium
L501068,C101168,MKT2013,2025-04-28,Meta,/landing-b,0,39.0,North West,False,,12.86,0.0,43.0,male,Middle,bronze,4.8,213.0,2.0,2.0,5.0,64.23,mobile,0.31532654668621496,Medium
L501069,C101087,MKT2016,2025-06-15,CRM,/landing-a,0,34.0,South South,False,,USD 4.93,0.0,31.0,male,Upper-Middle,silver,6.285714285714286,248.1428571428571,5.0,2.0,7.0,161.44,mobile,0.35361246833279036,Medium
L501070,C101187,MKT2023,2025-08-12,CRM,/bundle-offer,20,32.0,North Central,False,,2.79,20.0,18.0,male,Low,silver,5.777777777777778,192.44444444444449,5.0,2.0,9.0,109.42,desktop,0.22850148137596374,Low
L501071,C101406,MKT2006,2025-03-19,Meta,/landing-a,15,39.0,South West,False,,11.92,15.0,35.0,male,Upper-Middle,bronze,5.833333333333333,216.83333333333337,3.0,0.0,6.0,0.0,tablet,0.3417871004629241,Medium
L501072,C100637,MKT2035,2025-11-29,Google,/promo-summer,10,48.0,North Central,True,2025-12-19,$13.20,10.0,34.0,male,Upper-Middle,silver,5.875,214.42857142857144,1.0,1.0,8.0,0.0,mobile,0.4391345469236045,Medium
L501073,C101631,MKT2030,2025-02-02,Programmatic,/quiz,0,55.0,South West,True,2025-02-27,13.97,0.0,38.0,female,Upper-Middle,silver,5.8,240.8,2.0,0.0,5.0,45.39,mobile,0.4618961189328184,Medium
L501074,C101538,MKT2002,2025-01-26,Google,/promo-summer,15,55.0,South West,True,2025-02-17,19.12,15.0,37.0,female,Low,platinum,5.4,226.0,3.0,3.0,10.0,0.0,tablet,0.5630908408576472,Medium
L501075,C102359,MKT2006,2025-03-08,Meta,/bundle-offer,0,35.0,North Central,True,2025-03-25,10,0.0,47.0,male,High,platinum,5.5,290.0,1.0,1.0,4.0,106.44,mobile,0.5690513833430537,Medium
L501076,C102316,MKT2032,2025-10-25,Google,/landing-a,0,52.0,South South,True,2025-11-21,20.64,0.0,38.0,non-binary,Middle,gold,3.8333333333333335,228.0,3.0,1.0,6.0,89.8,desktop,0.48022800667214266,Medium
L501077,C101586,MKT2019,2025-06-27,Meta Ads,/promo-summer,0,23.0,South South,False,,15.99,0.0,19.0,male,Middle,bronze,5.333333333333333,229.66666666666663,2.0,1.0,3.0,0.0,mobile,0.30018657684757505,Medium
L501078,,MKT2033,"Nov 10, 2025",Programmatic,/bundle-offer,0,8.0,North Central,False,,16.26,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.24833479445918588,Low
L501079,C102358,MKT2017,2025-07-02,Meta,/bundle-offer,0,39.0,South South,False,,9.24,0.0,46.0,male,Lower-Middle,silver,5.636363636363637,184.45454545454547,2.0,2.0,11.0,70.16,desktop,0.394635963956641,Medium
L501080,C101830,MKT2002,2025-02-22,Google,/bundle-offer,0,54.0,South East,False,,19.5,0.0,25.0,male,Lower-Middle,gold,4.75,234.75,3.0,1.0,8.0,165.26,mobile,0.400801351690528,Medium
L501081,C100118,MKT2033,2025-10-28,Meta Ads,/quiz,5,34.0,North West,False,,12.83,5.0,20.0,female,Upper-Middle,bronze,4.571428571428571,233.57142857142856,2.0,0.0,7.0,0.0,mobile,0.2636802589429256,Low
L501082,C102221,MKT2017,06-17-2025,Meta,/landing-b,0,25.0,South South,True,2025-06-30,USD 15.38,0.0,27.0,male,Low,bronze,7.25,183.75,1.0,0.0,4.0,63.32,mobile,0.30794086222390027,Medium
L501083,C100049,MKT2027,2025-04-16,Google,/new-arrivals,20,35.0,North West,True,2025/04/19,21.49,20.0,37.0,male,Upper-Middle,bronze,5.5,260.42857142857144,2.0,2.0,8.0,50.96,mobile,0.326818223769857,Medium
L501084,C101530,MKT2016,2025-06-07,CRM,/new-arrivals,15,29.0,South South,False,,1.0,15.0,29.0,female,Middle,bronze,5.166666666666667,203.16666666666663,4.0,4.0,6.0,98.52,tablet,0.34787791566709936,Medium
L501085,C100797,MKT2022,2025-08-21,CRM,/new-arrivals,20,48.0,South South,True,2025/08/28,3.75,20.0,42.0,female,Lower-Middle,bronze,5.571428571428571,220.0,4.0,2.0,7.0,41.01,desktop,0.410649738490236,Medium
L501086,C100831,MKT2001,2025/01/26,Google,/new-arrivals,5,53.0,North Central,False,,20.28,5.0,26.0,female,Middle,platinum,6.375,162.25,5.0,3.0,8.0,29.03,mobile,0.5368563551317106,Medium
L501087,C102161,MKT2011,"Apr 23, 2025",CRM,/quiz,20,28.0,North West,False,,5.74,20.0,32.0,female,Low,bronze,5.142857142857143,188.42857142857144,3.0,1.0,7.0,54.57,tablet,0.24803023637666535,Low
L501088,C101365,MKT2016,"Jun 10, 2025",CRM,/landing-a,15,52.0,South South,True,2025-06-22,3.03,15.0,28.0,male,High,silver,5.6,136.4,0.0,0.0,5.0,91.3,mobile,0.5562270290689016,Medium
L501089,C101043,MKT2003,2025-02-07,CRM,/quiz,5,34.0,North Central,True,09/02/2025,6.78,5.0,35.0,male,Lower-Middle,gold,5.75,183.625,4.0,3.0,8.0,58.28,desktop,0.37252214494532887,Medium
L501090,C101345,MKT2033,2025/11/29,Programmatic,/quiz,15,28.0,South West,True,2025-12-20,$8.08,15.0,29.0,male,Upper-Middle,bronze,6.222222222222222,147.55555555555554,4.0,2.0,9.0,0.0,mobile,0.4279394864097797,Medium
L501091,C100817,MKT2023,2025/09/01,CRM,/quiz,20,11.0,South East,False,,$9.33,20.0,24.0,female,Low,gold,4.666666666666667,74.0,0.0,0.0,3.0,1356.8,mobile,0.2500251107488688,Low
L501092,C100004,MKT2000,06/05/2025,Meta,/quiz,20,31.0,South South,False,,14.18,20.0,24.0,male,Middle,bronze,4.75,139.25,3.0,0.0,4.0,38.03,mobile,0.3418102514485146,Medium
L501093,C101766,MKT2007,2025-03-21,Creator,/new-arrivals,15,29.0,North West,True,2025-04-07,20.33,15.0,34.0,female,Low,bronze,5.384615384615385,225.15384615384616,6.0,6.0,13.0,33.07,mobile,0.29221109921791877,Low
L501094,C101228,MKT2029,05/10/2025,Google,/landing-a,10,48.0,South West,False,,12.62,10.0,47.0,male,Middle,silver,5.636363636363637,174.27272727272728,6.0,5.0,11.0,0.0,mobile,0.41118277896235583,Medium
L501095,C100100,MKT2026,2025-09-10,Google,/landing-a,10,17.0,North Cntrl,True,2025-10-07,$16.52,10.0,41.0,female,Low,bronze,4.0,146.33333333333334,2.0,0.0,6.0,137.25,desktop,0.3922627340956142,Medium
L501096,C101167,MKT2003,02-03-2025,CRM,/landing-b,0,51.0,South West,False,,1,0.0,33.0,non-binary,Lower-Middle,bronze,4.5,176.4,2.0,2.0,10.0,63.92,desktop,0.47942169843605076,Medium
L501097,C101278,MKT2003,2025-02-11,CRM,/new-arrivals,10,26.0,South East,True,2025-02-11,6,10.0,33.0,male,Low,bronze,6.2,203.0,3.0,2.0,10.0,0.0,mobile,0.3079658393256976,Medium
L501098,C100392,MKT2009,2025/04/15,Creator,/landing-b,10,67.0,South South,False,,23,10.0,38.0,female,Upper-Middle,gold,5.25,183.625,4.0,4.0,8.0,220.76,desktop,0.5907432327493054,Medium
L501099,C100757,MKT2032,10-29-2025,Google,/promo-summer,20,37.0,South West,False,,18,20.0,28.0,female,Middle,bronze,6.2,250.8,3.0,1.0,5.0,49.22,mobile,0.37040953788708125,Medium
L501100,C100201,MKT2028,2025-09-21,Google,/bundle-offer,20,44.0,South West,True,2025-10-04,17.62,20.0,47.0,female,Lower-Middle,bronze,5.166666666666667,219.16666666666663,5.0,1.0,12.0,133.6,mobile,0.37192846144773895,Medium
L501101,C100642,MKT2006,2025-03-21,Meta,/landing-b,15,31.0,South West,False,,11.39,15.0,44.0,male,Upper-Middle,silver,4.7,263.1,2.0,1.0,10.0,1280.67,mobile,0.40129304354778955,Medium
L501102,C100718,MKT2010,2025-04-17,Google,/landing-b,0,38.0,North Central,False,,22.76,0.0,36.0,female,Middle,gold,6.4,251.0,2.0,1.0,5.0,124.15,desktop,0.37747444003434466,Medium
L501103,C101781,MKT2024,2025-09-02,Creator,/new-arrivals,15,30.0,South East,False,,18.07,15.0,35.0,female,Lower-Middle,bronze,5.8,196.6,1.0,0.0,5.0,94.71,mobile,0.34394912183420784,Medium
L501104,C101832,MKT2031,2025-10-28,Meta,/quiz,0,46.0,South East,True,2025-11-11,13.71,0.0,34.0,male,Upper-Middle,platinum,5.181818181818182,177.9090909090909,4.0,3.0,11.0,23.07,tablet,0.6197120113322946,High
L501105,C101566,MKT2011,"Apr 23, 2025",CRM,/landing-a,10,17.0,North West,False,,$8.33,10.0,28.0,male,Low,bronze,4.428571428571429,251.28571428571428,0.0,0.0,7.0,91.08,mobile,0.20648089426459842,Low
L501106,C101251,MKT2009,2025-04-05,Creator,/promo-summer,0,16.0,North Central,True,2025-04-06,16,0.0,31.0,female,Lower-Middle,bronze,6.0,277.0,3.0,1.0,9.0,45.2,mobile,0.30488298895116306,Medium
L501107,C100817,MKT2032,2025-10-24,Google,/new-arrivals,5,5.0,South East,False,,25.56,5.0,24.0,female,Low,gold,4.666666666666667,74.0,0.0,0.0,3.0,1356.8,mobile,0.20829968466638832,Low
L501108,C100814,MKT2025,2025-09-04,Meta,/landing-a,5,37.0,South South,True,"Sep 26, 2025",14.44,5.0,35.0,male,Lower-Middle,bronze,5.8,154.2,3.0,3.0,5.0,0.0,mobile,0.3977264245775468,Medium
L501109,C100441,MKT2030,2025-01-20,Programmatic,/new-arrivals,0,44.0,South South,False,,12.82,0.0,18.0,female,Upper-Middle,silver,5.230769230769231,222.0,3.0,2.0,13.0,80.87,mobile,0.4046192568666403,Medium
L501110,C101886,MKT2005,13/03/2025,Meta,/new-arrivals,15,58.0,North Central,False,,10.62,15.0,26.0,female,High,bronze,5.076923076923077,220.30769230769232,3.0,2.0,13.0,19.85,mobile,0.449491380983212,Medium
L501111,C102042,MKT2034,26/08/2025,Meta,/landing-b,0,24.0,South West,False,,17.92,0.0,40.0,female,Low,silver,5.666666666666667,217.0,2.0,1.0,3.0,75.64,tablet,0.34687113752238247,Medium
L501112,C100570,MKT2006,2025-03-10,Meta,/promo-summer,15,48.0,North Central,False,,$13.63,15.0,42.0,female,Lower-Middle,silver,6.555555555555555,266.22222222222223,5.0,3.0,9.0,0.0,mobile,0.34937376782624247,Medium
L501113,C101609,MKT2010,2025-05-13,Google,/landing-b,10,50.0,North Central,True,2025-05-29,12,10.0,29.0,female,Lower-Middle,silver,4.333333333333333,268.0,0.0,0.0,3.0,41.15,mobile,0.47866228497149366,Medium
L501114,C100550,MKT2020,06-21-2025,CRM,/new-arrivals,0,26.0,South West,False,,9.24,0.0,30.0,female,Middle,silver,5.0,269.5,0.0,0.0,2.0,83.68,mobile,0.3172240289560521,Medium
L501115,C100257,MKT2018,2025-08-20,Meta,/bundle-offer,10,5.0,North Central,False,,10.94,10.0,31.0,female,Middle,bronze,5.363636363636363,221.8181818181818,5.0,0.0,11.0,0.0,mobile,0.20890471071174477,Low
L501116,C100443,MKT2001,2025-02-13,Google,/quiz,10,59.0,South South,True,2025-02-16,17.16,10.0,42.0,female,Middle,bronze,4.2727272727272725,210.9090909090909,2.0,0.0,11.0,20.59,mobile,0.3905679189944925,Medium
L501117,C100655,MKT2020,2025-06-26,CRM,/quiz,0,29.0,South West,False,,7.03,0.0,24.0,non-binary,Lower-Middle,silver,5.25,210.875,5.0,3.0,8.0,169.68,desktop,0.27814689721294195,Low
L501118,C101926,MKT2034,2025-08-01,Meta,/quiz,5,41.0,South West,False,,USD 16.01,5.0,34.0,female,Low,gold,4.333333333333333,386.6666666666667,1.0,0.0,3.0,44.5,mobile,0.2748868218736759,Low
L501119,C102164,MKT2004,2025-09-03,Partner,/landing-a,10,20.0,South East,False,,11,10.0,28.0,male,Lower-Middle,bronze,3.75,195.5,3.0,3.0,8.0,0.0,mobile,0.2608726020449074,Low
L501120,C100552,MKT2025,2025-09-21,Meta,/new-arrivals,5,42.0,North Central,True,2025-10-09,17.26,5.0,30.0,non-binary,Upper-Middle,bronze,5.153846153846154,188.6153846153846,4.0,3.0,13.0,334.65999999999997,mobile,0.3974278015704563,Medium
L501121,C102155,MKT2015,2025-05-20,Google,/quiz,15,39.0,South West,True,2025-05-28,$22.00,15.0,32.0,male,Low,silver,5.888888888888889,222.33333333333337,2.0,2.0,9.0,46.72,tablet,0.36829588167370647,Medium
L501122,C102152,MKT2008,2025-03-21,Meta,/quiz,10,42.0,South West,False,,16.31,10.0,40.0,female,Lower-Middle,silver,5.416666666666667,230.33333333333337,4.0,3.0,12.0,15.35,mobile,0.34488517708807465,Medium
L501123,C102177,MKT2000,2025/06/09,Meta,/bundle-offer,5,17.0,South West,False,,$13.60,5.0,0.0,female,Low,silver,4.5,187.125,0.0,0.0,8.0,52.49,mobile,0.2405742922291423,Low
L501124,C102249,MKT2004,2025-09-02,Partner,/landing-a,10,27.0,South West,False,,12,10.0,29.0,female,Low,gold,4.8,189.2,2.0,0.0,5.0,112.39,mobile,0.3573732223785185,Medium
L501125,C100684,MKT2024,2025-08-18,Creator,/promo-summer,10,32.0,North Central,True,2025-09-17,25.43,10.0,36.0,male,Lower-Middle,gold,5.0,270.57142857142856,2.0,1.0,7.0,112.42,mobile,0.34756374637018533,Medium
L501126,C102182,MKT2011,2025-04-21,CRM,/promo-summer,20,57.0,South West,False,,3.42,20.0,31.0,female,Middle,bronze,4.333333333333333,180.33333333333337,3.0,1.0,9.0,82.22,mobile,0.49024048700831535,Medium
L501127,C101297,MKT2001,"Jan 20, 2025",Google,/new-arrivals,10,28.0,North Central,True,2025-02-02,20.29,10.0,35.0,male,Middle,silver,6.111111111111111,243.44444444444449,1.0,0.0,9.0,0.0,desktop,0.3406955023517799,Medium
L501128,C100467,MKT2006,2025-03-01,Meta,/landing-a,0,32.0,South South,False,,$18.76,0.0,31.0,female,High,bronze,5.125,215.875,2.0,0.0,8.0,121.21,desktop,0.33337113573655536,Medium
L501129,C101886,MKT2007,2025-03-27,Creator,/quiz,10,38.0,North Central,False,,20.73,10.0,26.0,female,High,bronze,5.076923076923077,220.30769230769232,3.0,2.0,13.0,19.85,mobile,0.34204248097065104,Medium
L501130,C100360,MKT2016,2025-06-19,CRM,/new-arrivals,20,25.0,South West,True,2025-06-22,USD 10.10,20.0,18.0,female,Lower-Middle,bronze,4.2,212.0,2.0,1.0,5.0,111.13,desktop,0.33972286533437807,Medium
L501131,C101292,MKT2009,04-01-2025,Creator,/bundle-offer,10,69.0,South South,True,2025-04-17,28,10.0,34.0,female,Upper-Middle,gold,5.75,277.125,3.0,1.0,8.0,84.44,mobile,0.5650222793579408,Medium
L501132,C102169,MKT2021,2025-12-08,google,/quiz,20,20.0,South West,False,,16.35,20.0,47.0,male,Middle,bronze,5.5,202.5,3.0,1.0,8.0,0.0,mobile,0.2968578391854528,Low
L501133,C101982,MKT2021,2025-12-15,Partner,/quiz,20,65.0,South South,True,2025-12-17,13,20.0,28.0,female,Middle,bronze,6.5,248.75,3.0,1.0,4.0,135.01999999999998,desktop,0.46938006757903106,Medium
L501134,C101315,MKT2029,2025-09-23,Google,/promo-summer,0,40.0,North West,True,2025-10-09,18,0.0,44.0,female,Lower-Middle,gold,5.25,156.0,4.0,3.0,8.0,0.0,mobile,0.3663435835363946,Medium
L501135,C100193,MKT2029,2025-10-06,Google,/new-arrivals,15,23.0,South West,False,,$21.68,15.0,37.0,female,Low,bronze,5.3,228.8,5.0,4.0,10.0,107.04,desktop,0.24947096521033862,Low
L501136,C100202,MKT2023,2025-08-16,CRM,/landing-a,0,37.0,North West,True,2025-09-01,7.05,0.0,34.0,male,Upper-Middle,bronze,5.0,167.0,2.0,2.0,4.0,41.97,tablet,0.32543064475830497,Medium
L501137,C999999,MKT2004,2025-09-02,Partner,/bundle-offer,0,38.0,South West,False,,12.38,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.4318708071071127,Medium
L501138,C100101,MKT2016,10/06/2025,CRM,/bundle-offer,10,20.0,South South,False,,1.0,10.0,37.0,male,Low,gold,6.857142857142857,240.71428571428572,5.0,3.0,14.0,61.86,desktop,0.24296662019337853,Low
L501139,C102220,,2025-03-08,Meta,/bundle-offer,0,47.0,South West,False,,14.98,0.0,32.0,female,Upper-Middle,gold,5.5,193.08333333333337,5.0,2.0,12.0,0.0,mobile,0.4591505390732587,Medium
L501140,C101260,MKT2033,2025-10-31,Programmatic,/landing-b,10,5.0,South West,True,11-03-2025,9.81,10.0,35.0,non-binary,Upper-Middle,bronze,6.6,273.0,8.0,5.0,10.0,0.0,desktop,0.37475314741456417,Medium
L501141,C102282,MKT2034,2025-10-28,Meta,/quiz,15,52.0,North Central,False,,11.13,15.0,34.0,female,Lower-Middle,silver,6.0,337.1666666666667,1.0,1.0,6.0,20.01,mobile,0.30085509087187007,Medium
L501142,C100526,MKT2005,2025-02-27,Meta,/new-arrivals,10,18.0,South South,True,2025-03-26,16.65,10.0,24.0,female,Upper-Middle,bronze,5.0,191.25,3.0,1.0,4.0,87.47,mobile,0.2940171039896048,Low
L501143,C102188,MKT2029,2025-09-29,Google,/quiz,0,54.0,South South,True,2025/10/01,10.99,0.0,35.0,female,High,gold,5.222222222222222,259.77777777777777,5.0,2.0,9.0,37.1,mobile,0.4935676255523224,Medium
L501144,C100054,MKT2033,2025-11-10,Programmatic,/landing-b,10,27.0,South South,True,2025-12-07,8.38,10.0,26.0,female,Low,gold,4.866666666666666,236.4,6.0,3.0,15.0,85.69,desktop,0.26895741329585154,Low
L501145,C101920,MKT2023,2025-08-20,CRM,/bundle-offer,10,28.0,South West,False,,6.88,10.0,22.0,male,Lower-Middle,bronze,5.5,293.75,1.0,0.0,4.0,28.89,mobile,0.2869113228952383,Low
L501146,C102175,MKT2031,2025-10-21,creator ,/quiz,10,45.0,North Central,False,,$10.80,10.0,26.0,male,Middle,gold,5.866666666666666,204.5625,8.0,0.0,16.0,43.61,mobile,0.2762063605299284,Low
L501147,C100483,MKT2000,10/05/2025,Meta,/landing-a,10,44.0,North Central,True,2025-05-20,14.87,10.0,44.0,male,Low,platinum,5.5,233.25,2.0,2.0,8.0,0.0,mobile,0.5097369211915224,Medium
L501148,C100089,MKT2028,2025-09-30,Google,/landing-b,5,27.0,North West,True,2025/10/20,$12.98,5.0,29.0,male,Lower-Middle,silver,5.571428571428571,200.8571428571429,2.0,0.0,7.0,0.0,mobile,0.28955115824901245,Low
L501149,C101981,MKT2029,2025-10-24,Google,/new-arrivals,0,29.0,North West,False,,21.95,0.0,43.0,male,Lower-Middle,bronze,4.0,235.0,0.0,0.0,3.0,0.0,desktop,0.2753046344154431,Low
L501150,C101241,MKT2034,10-21-2025,Meta,/bundle-offer,10,40.0,South West,False,,13.14,10.0,44.0,male,Middle,silver,4.5,177.0,2.0,1.0,8.0,0.0,desktop,0.38649136612313295,Medium
L501151,C100240,MKT2031,2025-10-24,Meta,/new-arrivals,5,25.0,South East,False,,12.76,5.0,29.0,female,Lower-Middle,silver,5.75,187.875,4.0,3.0,8.0,0.0,mobile,0.3145130503304485,Medium
L501152,C101700,MKT2002,2025-02-11,Google,/landing-a,10,35.0,North West,False,,16.86,10.0,45.0,male,Upper-Middle,gold,4.666666666666667,280.3333333333333,3.0,1.0,6.0,119.23,desktop,0.3298350197835471,Medium
L501153,C100689,MKT2006,2025-03-08,Meta,/bundle-offer,15,24.0,South South,False,,10,15.0,18.0,female,Low,silver,5.6,288.2,3.0,1.0,5.0,0.0,mobile,0.2757906372655957,Low
L501154,C100853,MKT2013,2025-04-10,Meta,/quiz,0,46.0,South West,True,2025-05-09,13.22,0.0,29.0,female,Upper-Middle,bronze,6.5,218.1428571428571,2.0,1.0,7.0,0.0,desktop,0.37138296524428754,Medium
L501155,C100212,MKT2004,2025-09-03,Partner,/landing-a,10,53.0,South South,True,2025-10-01,12.62,10.0,38.0,male,Lower-Middle,silver,7.0,195.0,1.0,1.0,6.0,0.0,mobile,0.3558530048524488,Medium
